id,bmonth,byear,att00,att01,att02,att03,att04,att05,att06,att07,att08
1670,8,1980,6,6,6,6,6,6,6,6,6
1671,3,1982,6,6,6,6,6,6,6,6,6
1672,12,1983,6,6,6,3,2,2,5,6,6
1673,11,1982,2,2,1,2,2,2,2,2,1
1674,6,1981,1,1,1,3,1,N,N,N,1
1675,1,1984,3,1,1,2,1,1,1,1,1
1676,5,1980,3,2,2,4,D,2,1,1,2
1677,4,1982,1,7,6,6,6,4,6,6,N
1678,12,1983,7,7,5,4,4,3,3,4,3
1679,2,1982,2,2,2,2,2,2,2,2,2
1680,4,1982,2,1,1,1,1,1,2,1,1
1681,2,1981,4,2,N,N,N,N,N,N,N
1682,5,1980,2,2,1,2,2,2,2,2,3
1683,1,1980,4,2,2,2,6,6,3,2,2
1684,1,1981,6,6,6,6,2,3,2,3,5
1685,3,1980,2,2,1,2,2,2,2,2,2
1686,2,1982,7,8,7,7,6,6,5,6,6
1687,11,1980,3,2,2,2,5,4,1,1,1
1688,7,1983,4,4,2,1,1,2,3,2,2
1689,3,1984,7,4,6,4,5,2,4,1,1
1690,12,1983,4,2,1,2,1,1,2,4,3
1691,12,1983,3,3,3,2,1,5,3,2,2
1692,9,1981,1,2,1,2,1,1,1,1,1
1693,10,1984,3,3,2,1,2,2,1,2,1
1694,5,1982,N,N,N,6,5,4,3,3,4
1695,11,1984,N,N,N,N,3,4,5,2,4
1696,5,1983,2,2,2,6,2,2,1,1,1
1697,4,1984,N,N,N,N,N,N,6,4,4
1698,11,1980,6,6,6,7,6,6,4,N,N
1699,8,1982,6,N,N,N,N,N,N,N,N
1700,8,1982,6,7,6,6,6,N,4,4,2
1701,5,1984,6,1,2,2,2,6,1,2,4
1702,4,1982,1,1,1,3,4,1,2,N,N
1703,7,1980,6,6,5,N,N,N,N,N,N
1704,7,1982,6,6,6,6,6,6,6,6,3
1705,11,1981,4,1,2,7,1,5,1,1,2
1706,12,1984,5,5,2,1,1,1,1,1,2
1707,10,1980,N,N,N,N,N,N,N,N,N
1708,8,1982,7,2,3,6,5,2,4,D,R
1709,5,1980,1,1,1,1,1,1,1,1,N
1710,3,1983,1,N,1,1,N,N,N,N,N
1711,1,1980,6,N,7,3,2,2,1,1,1
1712,1,1983,1,1,1,1,1,N,N,N,N
1713,12,1984,2,2,1,2,1,1,N,1,1
1714,10,1983,1,1,1,1,1,N,1,1,1
1715,2,1981,6,2,3,3,R,6,4,4,4
1716,2,1982,N,N,N,1,2,2,2,2,2
1717,12,1984,3,4,3,2,2,1,1,N,2
1718,4,1981,7,7,7,7,7,6,7,7,7
1719,1,1983,7,7,2,2,2,2,7,7,7
1720,10,1981,2,1,1,1,1,1,1,1,1
1721,9,1980,N,1,2,1,2,1,5,6,5
1722,3,1981,2,1,1,2,1,1,1,1,1
1723,6,1981,2,2,2,2,3,2,3,2,3
1724,3,1981,1,2,3,1,N,N,N,N,N
1725,3,1980,1,N,N,N,1,N,N,N,N
1726,1,1982,5,R,N,N,N,N,N,N,N
1727,6,1982,1,2,2,1,1,1,1,1,2
1728,4,1983,7,2,2,8,1,2,2,2,1
1729,12,1984,1,1,2,2,N,3,1,1,1
1730,11,1981,1,1,1,1,1,1,1,1,1
1731,12,1980,N,N,N,8,N,N,N,N,N
1732,8,1984,2,7,1,2,1,2,D,1,1
1733,11,1981,3,3,1,1,2,1,1,1,2
1734,7,1983,1,1,1,1,1,N,1,1,1
1735,3,1980,1,2,1,2,1,2,1,1,3
1736,7,1983,1,1,1,1,1,1,1,1,N
1737,10,1981,N,N,N,N,N,N,N,N,N
1738,10,1981,N,N,N,N,N,N,N,N,N
1739,10,1982,1,2,1,6,6,3,2,3,4
1740,10,1983,1,1,1,1,N,1,N,N,1
1741,11,1984,1,1,1,1,1,1,1,1,1
1742,10,1982,N,N,N,N,N,N,N,N,N
1743,10,1982,N,N,N,N,N,6,6,6,6
1744,11,1983,5,6,5,7,7,6,5,6,5
1745,5,1984,2,2,3,2,2,2,2,2,2
1746,10,1982,2,3,2,2,4,2,1,1,1
1747,9,1982,2,1,1,1,1,1,1,1,1
1748,11,1982,N,N,N,N,N,N,N,N,N
1749,12,1982,N,R,5,4,2,7,2,N,N
1750,3,1981,N,N,N,N,N,N,N,N,N
1751,4,1981,N,N,N,N,N,N,N,N,N
1752,6,1983,2,1,2,1,2,2,1,1,2
1753,1,1980,5,3,2,2,2,2,2,2,2
1754,2,1981,N,N,1,1,1,1,1,1,2
1755,6,1980,3,2,1,1,1,2,2,2,2
1756,10,1980,N,N,N,N,N,N,N,N,N
1757,3,1983,6,6,6,6,6,6,6,5,6
1758,9,1981,3,4,6,7,N,N,N,N,N
1759,9,1983,2,2,N,N,N,N,1,2,1
1760,11,1980,N,3,4,N,1,N,4,1,1
1761,10,1981,N,N,2,N,1,1,1,1,2
1762,10,1981,N,N,N,N,N,N,N,N,N
1763,8,1983,6,3,3,N,N,6,1,1,N
1764,8,1980,N,N,N,N,N,N,N,N,N
1765,2,1983,N,2,1,1,1,1,1,R,2
1766,5,1982,2,2,2,2,2,1,1,1,1
1767,10,1983,1,1,1,1,1,2,1,1,2
1768,3,1980,1,1,1,1,1,1,1,1,3
1769,8,1981,1,3,1,2,2,2,2,1,1
1770,5,1981,N,N,1,3,2,5,6,6,5
1771,8,1980,6,6,6,4,4,5,4,5,4
1772,7,1982,7,7,5,4,4,4,4,4,2
1773,12,1984,7,7,7,7,7,7,7,7,6
1774,5,1984,2,6,6,6,6,6,6,6,6
1775,6,1980,6,6,5,6,6,6,6,5,6
1776,2,1980,3,4,1,2,1,1,1,1,1
1777,10,1981,N,2,N,1,N,N,1,2,1
1778,3,1983,3,N,1,3,5,N,1,3,5
1779,12,1984,4,6,6,6,6,5,6,5,5
1780,2,1983,1,1,1,1,2,2,4,N,1
1781,7,1983,2,1,1,1,1,2,2,2,2
1782,11,1980,N,N,N,5,5,N,N,6,6
1783,4,1981,4,3,3,3,3,3,2,3,3
1784,1,1983,2,2,3,1,2,2,2,1,1
1785,7,1983,1,2,2,1,1,2,2,1,1
1786,9,1980,3,2,3,4,4,2,4,2,3
1787,8,1984,6,6,6,7,4,2,2,1,1
1788,10,1982,5,3,5,4,5,2,2,4,3
1789,12,1983,6,3,5,5,5,4,4,6,1
1790,5,1980,1,1,1,2,1,1,1,1,1
1791,1,1982,2,4,3,6,2,2,1,5,6
1792,9,1980,N,2,3,2,2,N,6,N,N
1793,3,1983,N,N,N,7,6,3,3,5,4
1794,3,1983,N,N,N,1,2,2,2,1,7
1795,11,1981,3,1,3,5,N,2,2,3,3
1796,11,1981,N,N,2,1,N,N,N,N,N
1797,8,1983,7,7,7,7,7,7,7,6,6
1798,7,1983,6,1,1,4,1,1,1,1,1
1799,8,1984,3,2,2,1,N,N,N,N,N
1800,5,1981,4,4,2,2,1,1,1,2,1
1801,8,1980,1,2,1,1,1,3,1,1,1
1802,9,1983,6,6,3,5,2,2,4,N,N
1803,11,1980,1,1,1,1,1,4,3,1,1
1804,4,1983,2,2,2,2,5,6,D,2,D
1805,2,1984,7,6,6,3,2,1,2,2,2
1806,3,1984,7,5,3,3,1,2,1,2,N
1807,7,1981,2,N,N,2,5,5,6,6,6
1808,3,1984,3,6,1,1,1,1,1,1,1
1809,11,1981,6,6,6,6,6,6,D,6,6
1810,7,1983,6,6,6,5,6,6,6,6,6
1811,10,1984,7,6,6,7,6,7,6,6,6
1812,8,1983,5,D,3,2,3,2,2,2,2
1813,6,1981,5,6,5,4,2,4,3,3,2
1814,4,1983,2,6,5,6,4,3,2,1,3
1815,8,1980,2,1,1,1,1,1,1,1,1
1816,8,1980,2,2,2,2,2,2,2,1,2
1817,4,1983,7,7,8,6,7,6,7,7,7
1818,3,1983,2,2,7,8,6,5,5,6,5
1819,7,1981,2,2,2,2,2,2,2,2,2
1820,4,1981,4,3,3,2,3,3,3,2,2
1821,12,1980,1,2,N,N,N,N,N,N,N
1822,12,1980,1,2,N,N,N,N,N,N,N
1823,1,1984,1,4,2,1,1,1,1,1,1
1824,12,1982,4,3,2,2,2,5,1,1,2
1825,6,1984,2,2,2,2,2,2,2,2,1
1826,10,1981,6,5,6,6,6,6,6,6,6
1827,1,1982,2,2,2,2,3,6,5,4,3
1828,7,1983,1,N,1,1,1,1,1,N,2
1829,3,1983,4,6,3,3,2,2,5,5,4
1830,11,1980,2,4,3,3,2,4,2,4,4
1831,9,1983,1,1,1,1,2,2,2,2,2
1832,12,1984,5,N,N,4,2,3,2,2,2
1833,10,1983,2,1,2,1,1,1,2,2,1
1834,12,1983,6,6,2,2,3,2,2,1,2
1835,10,1981,3,5,N,N,N,N,N,N,N
1836,7,1982,2,1,1,1,1,N,N,N,N
1837,3,1981,2,2,1,2,2,3,3,3,3
1838,5,1981,2,1,1,1,1,2,2,2,2
1839,8,1980,3,2,4,4,2,4,4,3,2
1840,11,1982,1,1,2,1,1,1,1,2,2
1841,11,1984,6,2,6,1,1,1,1,1,1
1842,10,1984,1,2,1,1,D,2,2,3,D
1843,5,1982,1,1,1,6,2,1,1,N,N
1844,8,1983,2,1,2,1,1,2,1,2,1
1845,5,1983,2,N,2,5,2,N,1,2,2
1846,11,1984,7,6,4,6,1,1,7,6,5
1847,5,1983,3,2,1,2,2,1,1,1,1
1848,5,1980,1,1,N,N,N,N,N,N,N
1849,2,1980,3,4,3,3,3,3,3,2,3
1850,3,1981,3,1,3,6,3,N,N,N,N
1851,5,1982,3,2,3,2,3,N,5,3,2
1852,9,1980,6,N,N,N,N,N,N,N,N
1853,5,1981,6,6,5,5,6,6,N,N,6
1854,3,1980,1,1,1,1,1,1,1,1,1
1855,8,1980,2,2,N,N,N,N,N,N,N
1856,7,1981,6,6,6,6,6,6,6,6,6
1857,3,1984,7,7,7,7,6,6,6,6,6
1858,9,1981,6,6,4,4,2,6,4,2,2
1859,6,1981,1,N,N,N,N,N,N,N,N
1860,2,1980,6,6,6,7,6,6,6,6,6
1861,4,1981,5,6,5,6,6,6,7,6,6
1862,10,1984,2,7,7,6,6,5,6,4,3
1863,12,1981,N,N,N,N,N,N,N,N,N
1864,4,1981,5,4,4,6,5,4,3,2,2
1865,2,1981,N,1,2,5,1,1,4,1,1
1866,2,1982,1,N,1,N,N,1,1,1,N
1867,9,1982,1,1,2,2,1,2,2,1,1
1868,11,1984,2,2,6,5,4,1,1,1,1
1869,5,1983,6,5,6,N,N,2,2,4,5
1870,8,1984,6,6,6,2,6,3,2,2,1
1871,9,1983,3,2,6,1,4,8,D,D,D
1872,12,1981,3,1,5,3,3,2,2,1,1
1873,3,1980,3,1,3,3,2,2,2,2,2
1874,6,1982,3,3,3,2,3,2,2,4,3
1875,1,1984,5,1,2,1,D,3,3,1,2
1876,3,1981,2,1,2,2,1,N,1,2,N
1877,10,1981,1,2,1,4,2,1,1,1,1
1878,8,1984,1,1,1,1,1,2,1,1,1
1879,11,1983,1,N,N,1,N,N,N,1,2
1880,5,1982,3,3,3,2,3,3,3,3,2
1881,1,1980,1,N,N,1,N,N,N,1,R
1882,1,1981,3,3,3,3,N,2,2,2,2
1883,6,1984,6,6,6,6,6,6,7,6,6
1884,4,1980,6,2,5,6,5,5,4,5,5
1885,4,1983,6,3,3,4,4,3,6,4,6
1886,2,1984,7,4,3,3,4,2,2,3,1
1887,6,1984,5,3,2,3,R,R,R,R,R
1888,2,1984,1,1,1,1,1,1,2,2,1
1889,8,1981,N,N,N,N,N,N,N,N,N
V,2,1983,1,2,N,N,2,2,N,N,N
1891,11,1984,3,N,2,N,2,N,N,N,N
1892,9,1981,2,N,N,N,2,N,N,N,N
1893,6,1982,2,1,1,1,1,2,1,1,1
1894,10,1980,2,2,3,2,2,2,2,2,3
1895,3,1983,1,1,2,1,1,1,1,1,1
1896,1,1982,1,2,4,3,6,7,6,6,6
1897,5,1982,5,4,3,2,3,3,4,4,4
1898,10,1984,6,6,6,6,4,4,3,5,4
1899,7,1982,7,7,4,7,1,2,2,7,7
1900,7,1983,7,4,1,1,1,1,1,1,1
1901,10,1980,4,2,3,1,1,1,1,1,1
1902,1,1984,1,7,3,3,1,1,1,1,1
1903,6,1981,3,2,2,2,2,2,3,2,2
1904,2,1983,4,2,3,5,4,5,4,2,3
1905,3,1981,7,6,6,6,6,6,5,5,6
1906,2,1980,N,N,N,1,N,1,2,2,1
1907,7,1983,2,1,N,2,N,N,N,N,N
1908,5,1981,2,2,3,2,2,1,1,2,1
1909,12,1984,3,2,1,3,2,2,2,2,1
1910,6,1980,N,2,1,1,N,N,1,1,1
1911,5,1982,5,2,2,1,2,4,2,2,1
1912,9,1982,4,4,3,2,4,6,6,5,4
1913,10,1981,1,1,1,1,1,1,1,1,1
1914,10,1980,3,2,2,2,3,2,2,3,3
1915,12,1983,N,5,2,1,1,1,1,1,1
1916,5,1983,2,1,1,1,1,1,1,1,1
1917,6,1982,N,3,3,4,3,2,1,3,4
1918,7,1982,6,6,7,6,6,6,6,6,6
1919,12,1983,6,6,6,6,6,6,6,6,6
1920,7,1982,N,5,N,2,2,2,2,N,N
1921,6,1983,2,2,2,2,1,6,6,1,2
1922,6,1984,1,1,1,1,1,1,1,N,1
1923,10,1981,5,2,5,3,1,1,1,1,1
1924,11,1983,6,6,6,6,6,6,6,6,6
1925,5,1980,1,1,1,1,2,2,2,1,2
1926,1,1980,N,N,7,6,N,N,7,2,N
1927,1,1980,N,N,6,6,3,4,3,6,4
1928,12,1981,2,2,2,3,2,2,2,2,1
1929,11,1983,2,6,2,2,2,2,3,3,4
1930,7,1984,N,N,6,1,6,5,1,3,5
1931,9,1982,1,1,1,1,1,4,1,3,1
1932,8,1981,4,3,2,3,2,1,3,2,5
1933,12,1981,7,7,6,5,3,3,2,2,1
1934,3,1981,2,1,1,1,1,1,1,1,1
1935,10,1980,2,1,2,N,N,7,2,1,3
1936,10,1983,R,N,N,N,N,N,N,N,N
1937,9,1980,6,6,3,4,3,2,2,3,2
1938,10,1981,7,7,7,6,6,6,6,7,7
1939,8,1981,N,5,3,5,2,2,3,2,3
1940,8,1982,6,6,5,N,6,5,5,4,5
1941,12,1980,1,1,2,1,1,2,1,6,2
1942,9,1983,7,7,8,7,7,7,7,6,6
1943,6,1981,3,3,2,3,5,6,3,5,6
1944,9,1984,6,4,2,5,1,1,1,1,1
1945,4,1980,1,1,1,1,4,N,1,1,1
1946,3,1983,1,1,N,N,N,N,N,N,N
1947,4,1983,4,5,3,4,5,1,3,5,6
1948,8,1983,6,2,2,6,5,3,2,3,1
1949,2,1983,4,6,3,7,7,7,7,7,6
1950,6,1982,N,3,2,5,1,1,1,1,1
1951,7,1982,1,1,1,4,6,N,N,N,N
1952,11,1983,2,3,2,2,1,1,2,2,1
1953,8,1982,1,3,7,2,1,1,2,2,3
1954,9,1984,6,2,1,1,2,3,2,3,R
1955,3,1982,N,N,N,N,N,N,N,N,N
1956,7,1982,6,6,2,7,6,6,1,6,6
1957,10,1981,1,2,2,1,N,N,1,1,2
1958,2,1984,3,5,N,2,N,N,1,N,N
1959,3,1980,6,6,6,6,6,6,6,6,6
1960,1,1984,4,4,2,3,R,D,D,D,D
1961,1,1984,6,6,3,1,1,R,2,1,2
1962,6,1984,2,2,1,1,2,2,4,2,2
1963,4,1984,6,2,2,1,1,1,1,1,1
1964,7,1982,1,1,1,1,1,1,1,1,1
1965,11,1982,N,N,N,4,3,2,N,N,N
1966,6,1981,1,3,1,1,1,2,1,1,1
1967,2,1981,1,1,2,2,R,1,2,3,1
1968,9,1983,3,3,2,3,4,2,2,2,1
1969,11,1984,6,6,5,6,7,7,4,N,3
1970,11,1984,5,5,1,1,1,1,2,1,1
1971,2,1980,3,2,2,1,1,2,1,1,1
1972,2,1983,6,2,6,5,2,3,5,5,4
1973,12,1984,6,6,6,6,4,4,2,1,2
1974,10,1984,6,5,5,3,6,5,4,4,5
1975,1,1982,7,7,8,8,8,7,7,7,7
1976,12,1984,7,7,7,7,7,7,7,7,7
1977,3,1981,1,2,2,1,1,1,1,1,1
1978,7,1982,1,1,1,2,2,1,2,2,3
1979,3,1984,1,1,1,1,5,2,N,1,N
1980,9,1980,3,1,2,1,1,1,6,5,1
1981,8,1981,1,1,1,1,1,1,1,1,1
1982,6,1983,6,2,5,6,7,8,8,7,7
1983,5,1982,R,N,4,3,3,N,3,4,5
1984,9,1984,R,R,6,6,2,5,3,1,1
1985,11,1980,3,2,N,2,5,6,6,6,7
1986,6,1983,1,1,N,N,N,N,N,N,N
1987,10,1981,2,1,6,5,1,1,1,1,1
1988,8,1982,7,3,2,1,1,6,5,6,N
1989,3,1981,2,N,1,1,N,1,1,1,1
1990,3,1980,1,1,1,1,1,1,1,1,1
1991,12,1983,6,6,6,5,5,1,6,5,5
1992,7,1981,2,N,N,1,6,4,6,6,5
1993,12,1983,2,6,3,2,4,1,1,1,1
1994,12,1984,3,2,1,1,1,1,1,1,1
1995,3,1980,1,1,1,1,1,1,1,1,1
1996,8,1982,1,1,1,1,1,1,1,1,1
1997,3,1980,N,N,N,N,N,N,N,N,N
1998,1,1984,6,6,6,N,N,N,6,6,6
1999,2,1982,1,8,1,1,N,N,N,N,N
2000,11,1984,8,1,1,1,1,6,3,N,N
2001,1,1982,1,1,1,1,3,1,R,6,6
2002,10,1983,1,1,1,3,1,1,1,1,2
2003,5,1983,1,1,N,N,N,N,2,2,1
2004,2,1981,6,2,1,1,1,1,6,2,2
2005,6,1983,3,N,1,2,3,2,1,1,1
2006,5,1982,1,N,2,1,2,N,2,2,2
2007,10,1981,5,2,2,2,4,4,1,1,2
2008,10,1982,1,1,N,1,1,N,2,1,2
2009,6,1981,1,1,2,1,1,1,1,1,N
2010,1,1984,1,2,2,2,1,1,1,1,1
2011,1,1980,6,4,2,5,6,2,N,3,N
2012,8,1984,4,1,3,1,3,3,2,4,4
2013,2,1984,1,2,1,3,2,2,6,3,2
2014,12,1982,1,1,1,1,1,1,1,1,1
2015,5,1981,7,2,2,2,1,1,1,1,1
2016,5,1981,2,2,2,3,2,2,2,4,4
2017,10,1981,2,6,5,2,4,6,7,6,6
2018,7,1981,2,2,2,5,3,1,1,1,2
2019,8,1981,1,4,6,4,6,2,N,6,2
2020,1,1983,2,N,5,3,4,5,5,5,2
2021,12,1982,5,6,N,N,N,N,N,N,N
2022,12,1980,2,2,3,4,N,1,1,N,1
2023,10,1981,2,3,6,N,N,N,N,N,N
2024,9,1983,2,2,4,N,N,2,N,5,6
2025,8,1984,1,6,6,3,3,3,D,1,1
2026,8,1983,6,6,3,4,6,6,6,6,7
2027,3,1981,3,3,3,3,3,4,3,2,2
2028,5,1983,6,4,6,6,6,6,6,6,6
2029,1,1984,2,3,2,1,N,2,1,2,1
2030,11,1980,5,5,4,5,3,3,4,3,2
2031,10,1980,2,1,1,N,1,N,N,N,1
2032,1,1984,6,6,6,N,6,5,2,N,1
2033,3,1984,6,6,6,6,6,3,3,3,5
2034,11,1982,N,N,N,N,N,N,N,N,N
2035,12,1981,4,4,3,3,2,1,3,1,1
2036,2,1984,N,4,N,2,2,N,4,4,3
2037,12,1980,3,3,3,2,N,6,4,4,2
2038,4,1982,6,5,2,5,6,6,4,5,6
2039,7,1984,1,1,2,2,1,2,2,2,2
2040,3,1980,1,2,2,2,2,2,2,2,1
2041,5,1983,5,2,1,N,4,2,2,4,4
2042,8,1981,5,6,6,6,6,6,4,4,5
2043,5,1984,7,6,6,6,4,3,3,2,1
2044,12,1980,6,2,N,N,1,2,N,1,1
2045,4,1983,1,2,2,1,2,2,2,N,3
2046,12,1980,2,2,2,1,2,2,2,1,2
2047,11,1984,6,6,6,2,4,4,5,5,1
2048,5,1980,3,2,2,2,1,2,2,2,N
2049,4,1982,1,N,N,N,N,2,N,N,2
2050,3,1981,5,6,4,6,6,6,5,6,6
2051,9,1982,5,4,4,3,3,3,3,3,2
2052,2,1980,N,N,N,N,N,N,N,N,N
2053,2,1982,N,N,N,N,N,N,N,N,N
2054,8,1981,2,1,N,4,R,1,1,1,1
2055,11,1983,6,5,6,6,6,5,3,2,2
2056,2,1984,1,2,1,2,1,1,1,1,2
2057,3,1982,4,3,3,3,3,N,3,2,3
2058,2,1984,N,3,3,2,N,N,N,5,N
2059,1,1980,4,3,3,3,1,1,2,1,1
2060,8,1984,6,4,4,2,4,N,N,N,2
2061,6,1980,2,3,3,3,2,2,2,2,1
2062,6,1983,6,5,5,6,6,3,3,3,5
2063,10,1981,4,6,6,6,4,2,2,2,2
2064,9,1980,1,2,1,1,3,3,2,N,N
2065,5,1983,3,3,2,3,2,5,4,2,6
2066,6,1981,5,7,7,6,N,N,6,6,7
2067,9,1983,7,6,N,N,N,N,N,N,N
2068,10,1983,3,2,3,3,2,3,2,2,2
2069,11,1984,2,2,2,2,2,2,2,2,2
2070,6,1982,2,3,3,2,2,2,1,1,1
2071,11,1983,7,7,5,3,3,2,4,5,5
2072,9,1984,6,3,2,2,2,2,2,2,2
2073,4,1980,6,N,6,6,6,5,6,6,6
2074,6,1982,2,5,7,2,2,1,2,2,1
2075,6,1982,3,3,1,1,1,1,1,1,1
2076,5,1980,1,2,2,1,N,2,3,N,N
2077,2,1984,4,6,4,3,2,1,1,1,1
2078,4,1983,1,2,1,1,1,1,1,1,1
2079,8,1981,5,3,2,1,1,2,1,4,2
2080,12,1982,2,1,1,2,2,1,1,2,1
2081,3,1984,3,4,N,2,1,1,1,1,1
2082,9,1982,1,1,N,N,1,1,1,1,N
2083,8,1981,2,2,2,2,2,2,2,2,2
2084,9,1982,6,5,3,2,2,2,2,N,N
2085,6,1981,6,6,6,6,4,4,3,N,N
2086,3,1984,6,6,6,5,3,N,N,1,N
2087,6,1983,3,3,3,2,2,3,2,2,3
2088,2,1980,1,2,1,1,1,1,1,1,1
2089,1,1981,1,1,2,1,2,2,2,1,1
2090,4,1983,1,1,1,1,1,1,1,1,1
2091,6,1981,6,6,6,5,4,4,3,4,3
2092,12,1982,5,6,5,5,3,2,2,2,2
2093,2,1982,1,2,1,5,N,N,2,N,1
2094,7,1983,1,3,2,2,2,N,2,4,N
2095,11,1982,1,1,1,1,1,1,1,1,1
2096,2,1983,6,4,2,3,3,6,1,1,3
2097,6,1980,3,2,1,1,2,6,R,R,D
2098,3,1981,1,N,5,3,1,N,4,N,4
2099,9,1981,2,1,1,1,1,1,1,1,1
2100,10,1984,2,6,1,1,1,2,1,1,1
2101,7,1984,6,6,5,6,2,6,4,2,2
2102,1,1980,1,1,6,7,2,6,2,2,2
2103,6,1984,1,1,1,2,1,3,6,7,6
2104,11,1984,1,2,1,2,6,2,2,2,6
2105,2,1981,3,6,3,6,6,7,6,6,6
2106,7,1981,5,3,3,3,3,1,5,3,3
2107,7,1982,6,6,6,6,6,6,6,6,6
2108,5,1982,1,1,1,N,1,1,2,1,2
2109,4,1984,1,2,2,1,1,2,1,N,1
2110,11,1980,1,1,1,1,2,6,N,N,5
2111,10,1980,4,6,6,6,5,5,5,6,5
2112,12,1981,1,2,1,1,1,1,1,1,1
2113,11,1983,2,2,2,4,4,3,N,N,N
2114,9,1982,6,6,6,4,4,3,2,2,3
2115,2,1981,1,1,1,2,N,1,1,1,1
2116,9,1980,2,N,1,N,1,1,2,4,3
2117,8,1982,1,2,2,1,1,2,2,2,6
2118,7,1984,1,2,2,5,D,2,2,3,2
2119,12,1980,1,1,1,1,1,1,1,2,1
2120,9,1983,2,6,5,4,2,6,6,6,5
2121,12,1980,1,1,1,1,1,1,1,1,1
2122,4,1983,1,2,2,1,1,1,1,1,1
2123,4,1981,1,1,5,5,6,3,1,1,1
2124,12,1983,4,7,4,6,2,4,4,7,2
2125,4,1983,6,6,4,5,3,N,5,N,N
2126,2,1982,1,2,2,5,2,2,3,2,2
2127,5,1980,1,N,N,1,N,N,N,1,2
2128,6,1982,1,N,R,N,N,N,N,N,N
2129,7,1983,2,2,1,1,1,1,2,1,1
2130,4,1984,4,6,3,4,4,4,6,2,2
2131,11,1981,1,N,N,1,1,1,1,1,1
2132,6,1984,4,5,3,3,3,5,4,2,1
2133,5,1982,6,6,4,6,6,4,6,3,4
2134,2,1980,6,3,3,4,4,4,4,4,6
2135,5,1984,2,1,2,2,2,2,2,3,2
2136,6,1982,7,6,R,7,N,N,7,6,7
2137,12,1982,2,3,2,3,2,N,3,2,2
2138,2,1980,2,3,1,3,2,1,2,3,1
2139,8,1981,2,1,2,2,1,1,2,1,1
2140,3,1981,N,N,N,6,N,N,N,N,N
2141,7,1984,1,1,1,1,1,N,N,1,1
2142,1,1983,6,6,5,6,6,7,3,3,3
2143,6,1984,6,6,5,6,6,6,6,7,6
2144,6,1982,N,N,N,2,N,1,N,1,1
2145,1,1980,5,3,4,4,4,4,3,2,2
2146,2,1983,1,1,3,1,1,1,N,1,1
2147,2,1981,2,3,2,2,2,2,2,1,2
2148,1,1980,N,N,N,N,2,2,2,2,2
2149,3,1983,2,1,5,4,2,2,1,1,1
2150,3,1980,2,N,2,6,4,1,1,6,6
2151,12,1981,1,1,1,1,1,N,N,N,N
2152,11,1980,1,1,1,1,2,1,1,1,1
2153,6,1982,2,2,1,1,1,1,1,1,6
2154,9,1980,1,1,1,1,1,1,1,1,1
2155,9,1981,N,1,1,N,1,1,N,1,1
2156,6,1981,1,N,N,1,2,3,2,2,1
2157,10,1981,1,1,1,1,1,1,2,2,1
2158,2,1983,1,1,1,1,5,5,7,7,7
2159,2,1982,1,1,1,6,1,2,1,3,1
2160,11,1983,1,1,1,1,1,N,1,1,1
2161,12,1980,1,1,N,N,N,N,1,1,1
2162,11,1982,5,5,4,2,3,1,1,2,1
2163,3,1980,3,2,3,2,2,2,1,2,2
2164,1,1982,2,2,1,1,1,1,1,N,N
2165,6,1984,6,5,2,2,3,2,1,2,2
2166,3,1982,1,1,1,1,1,1,N,1,N
2167,7,1983,3,1,1,1,1,N,N,1,1
2168,5,1981,D,3,3,3,N,N,N,N,3
2169,12,1984,3,3,2,2,2,1,2,1,1
2170,10,1983,1,1,2,1,1,1,1,1,1
2171,7,1983,1,1,1,1,1,1,2,1,1
2172,12,1981,2,2,2,2,2,2,3,2,1
2173,1,1980,R,2,N,1,2,N,1,1,2
2174,1,1981,3,3,1,1,2,1,1,N,N
2175,11,1982,1,1,1,1,1,N,1,1,1
2176,2,1981,1,1,1,1,1,1,1,1,1
2177,1,1984,1,7,7,7,7,N,5,3,2
2178,11,1982,2,1,1,1,1,1,1,6,1
2179,4,1984,1,1,1,1,1,N,N,N,N
2180,10,1982,1,1,1,N,1,1,1,N,1
2181,6,1982,1,1,1,2,N,N,1,2,1
2182,6,1981,3,3,3,3,2,3,3,3,3
2183,4,1983,5,3,2,2,2,3,2,2,3
2184,3,1981,4,3,2,2,1,N,3,1,N
2185,5,1982,6,6,6,5,N,5,5,N,6
2186,5,1984,1,1,1,1,2,2,1,N,N
2187,9,1982,3,1,1,1,1,1,1,1,1
2188,4,1980,2,2,2,2,1,2,2,2,2
2189,5,1981,2,1,2,1,2,1,1,1,1
2190,1,1984,1,1,2,1,1,1,1,2,1
2191,10,1982,1,1,1,1,1,1,1,1,1
2192,6,1983,1,1,1,1,1,1,1,1,1
2193,8,1981,2,2,4,2,2,N,N,N,N
2194,7,1983,1,1,1,1,1,2,1,1,1
2195,1,1984,2,1,1,1,1,1,1,N,1
2196,4,1980,N,N,N,2,D,2,N,6,6
2197,5,1982,1,1,R,1,R,1,1,1,1
2198,11,1980,2,2,2,1,1,N,N,N,N
2199,9,1982,1,1,N,N,N,N,N,N,N
2200,12,1984,2,2,N,2,1,1,1,2,1
2201,11,1981,3,N,N,2,N,1,N,N,N
2202,7,1981,N,N,N,N,N,N,8,1,6
2203,5,1983,6,6,6,6,4,5,4,N,N
2204,2,1981,6,6,6,6,6,5,6,5,5
2205,2,1981,2,1,5,3,2,2,1,1,2
2206,8,1983,1,1,1,1,1,2,1,1,1
