id,bmonth,byear,att00,att01,att02,att03,att04,att05,att06,att07,att08
7180,3,1980,6,6,5,6,6,5,3,3,4
7181,6,1982,6,7,7,6,6,7,8,7,7
7182,2,1980,6,6,6,6,6,6,7,N,7
7183,3,1982,4,4,3,2,2,1,1,1,1
7184,4,1984,5,4,5,3,4,5,5,6,6
7185,4,1984,N,N,N,N,7,7,1,5,3
7186,6,1981,5,5,3,6,6,6,5,4,3
7187,10,1980,3,5,4,4,3,3,3,6,4
7188,6,1980,6,6,6,6,6,6,2,6,2
7189,8,1982,N,N,1,N,N,N,N,N,N
7190,11,1980,N,2,1,2,1,1,1,2,2
7191,2,1980,1,1,1,1,N,2,1,N,1
7192,2,1980,4,2,5,4,4,2,1,1,1
7193,5,1980,R,3,3,3,3,2,3,3,2
7194,4,1981,4,6,4,5,3,2,4,3,6
7195,4,1983,7,6,7,7,7,7,7,7,7
7196,3,1980,2,6,5,N,N,N,4,6,6
7197,2,1981,2,N,2,2,2,2,1,N,1
7198,8,1982,R,2,2,1,4,3,4,6,3
7199,2,1984,2,2,2,2,2,2,2,3,3
7200,5,1981,6,3,5,2,5,5,5,6,4
7201,5,1981,3,3,3,2,2,4,4,4,2
7202,10,1983,1,2,2,2,1,1,2,1,1
7203,12,1984,3,2,1,R,2,D,1,1,1
7204,5,1980,5,3,3,6,2,4,1,1,1
7205,1,1982,6,6,6,6,6,6,6,5,4
7206,6,1982,3,2,2,2,2,1,1,2,1
7207,3,1981,N,N,3,N,N,N,N,N,N
7208,10,1982,6,4,5,6,6,3,2,2,3
7209,9,1984,1,6,3,5,1,1,1,1,1
7210,2,1982,6,6,6,6,6,3,6,6,6
7211,8,1981,3,2,N,3,2,5,5,4,5
7212,4,1983,N,2,N,6,4,1,1,1,1
7213,11,1982,1,6,N,2,3,2,2,1,2
7214,3,1984,1,2,7,4,3,3,3,6,2
7215,7,1983,3,2,3,2,2,2,2,2,2
7216,8,1983,2,2,6,2,4,6,7,6,5
7217,4,1981,6,6,2,5,5,6,5,6,2
7218,8,1980,7,7,7,6,7,D,6,6,7
7219,8,1980,N,2,2,2,2,2,2,2,2
7220,9,1983,6,2,2,2,1,1,2,1,1
7221,2,1983,6,6,6,6,2,6,6,6,6
7222,6,1980,N,N,N,N,N,N,N,N,N
7223,11,1982,N,N,7,6,7,N,7,6,6
7224,12,1981,N,7,7,7,4,7,7,7,7
7225,10,1980,6,5,5,5,4,5,2,5,3
7226,3,1984,7,7,4,2,4,5,4,6,6
7227,11,1980,2,3,4,7,4,4,4,4,2
7228,5,1982,1,1,1,1,N,1,1,1,1
7229,4,1983,2,1,3,N,7,N,1,6,6
7230,4,1980,2,N,3,1,1,1,1,1,R
7231,4,1980,1,1,1,1,N,N,1,1,N
7232,6,1981,3,1,2,1,2,1,1,6,2
7233,10,1982,5,2,N,1,5,5,3,1,1
7234,7,1984,2,1,1,2,N,6,6,6,R
7235,11,1984,1,1,3,4,4,1,3,1,5
7236,5,1983,3,1,2,4,1,1,2,1,1
7237,8,1981,2,6,6,6,7,4,6,2,1
7238,11,1980,N,1,1,N,N,N,N,N,N
7239,2,1981,3,2,1,4,4,N,2,6,6
7240,10,1980,1,2,4,3,2,2,5,2,4
7241,8,1983,7,7,7,3,5,7,2,2,1
7242,3,1981,2,2,2,2,3,4,2,2,2
7243,2,1981,1,3,1,4,5,N,5,3,N
7244,6,1984,3,2,2,2,2,4,2,N,N
7245,1,1980,4,1,N,1,2,3,2,2,2
7246,9,1981,3,6,4,2,N,1,1,D,1
7247,8,1984,6,N,R,N,2,1,2,5,6
7248,7,1984,6,3,2,1,N,1,2,R,R
7249,10,1980,3,N,1,2,3,N,N,3,3
7250,11,1981,N,N,N,2,N,N,1,1,7
7251,11,1981,2,2,3,2,D,1,1,1,1
7252,5,1984,6,6,6,6,6,7,6,3,6
7253,8,1983,1,1,2,1,2,1,2,2,2
7254,4,1980,3,3,3,4,4,N,2,2,1
7255,2,1983,7,7,N,N,6,7,6,6,N
7256,7,1980,N,3,2,3,3,2,1,N,1
7257,12,1981,3,2,2,1,1,2,1,2,1
7258,9,1982,6,6,5,6,6,6,6,5,4
7259,4,1982,N,2,1,3,2,1,2,2,2
7260,4,1980,N,N,4,4,1,1,1,1,1
7261,6,1984,R,2,3,2,1,N,1,1,2
7262,5,1984,6,3,5,2,4,6,3,3,3
7263,6,1980,2,5,6,5,2,1,6,4,D
7264,4,1981,5,6,4,5,1,3,2,2,2
7265,8,1982,3,1,2,2,1,3,5,5,5
7266,1,1983,2,3,5,5,4,4,1,2,2
7267,8,1983,2,2,4,2,6,6,4,2,6
7268,2,1982,7,4,4,5,6,5,6,3,1
7269,9,1983,3,6,2,5,1,6,6,6,4
7270,9,1983,3,6,3,6,6,5,5,5,5
7271,11,1984,6,6,6,4,3,5,3,2,2
7272,6,1983,3,6,6,1,6,6,5,2,2
7273,9,1981,2,6,2,5,5,3,5,5,2
7274,3,1982,5,4,2,3,3,2,3,2,4
7275,2,1984,6,6,6,6,5,6,5,4,4
7276,5,1982,4,3,4,5,2,4,2,4,3
7277,9,1983,2,1,1,1,1,1,1,1,1
7278,10,1983,7,7,4,6,5,6,5,5,5
7279,10,1982,6,5,5,3,2,2,3,3,3
7280,2,1982,2,2,1,1,N,7,1,5,2
7281,1,1984,6,5,6,5,4,4,6,6,5
7282,1,1981,2,2,1,4,3,D,D,2,D
7283,12,1981,6,2,5,2,7,1,2,1,1
7284,7,1980,2,5,3,5,2,N,1,1,1
7285,5,1984,6,6,5,5,5,3,4,4,4
7286,11,1983,2,5,4,5,4,3,5,3,4
7287,10,1981,6,1,3,3,1,2,1,2,3
7288,6,1984,4,3,3,2,1,2,4,1,5
7289,6,1982,6,3,2,3,6,3,2,2,1
7290,7,1982,2,5,5,1,4,5,3,3,4
7291,7,1981,5,3,6,3,D,5,5,5,6
7292,1,1981,6,3,2,6,7,6,6,6,R
7293,6,1981,7,6,7,7,6,6,2,N,7
7294,7,1984,7,7,7,7,7,6,7,7,7
7295,10,1981,N,N,N,N,N,N,N,N,N
V,3,1982,6,6,4,5,6,5,2,4,4
7297,5,1982,4,3,3,4,1,8,3,4,7
7298,3,1982,3,N,N,N,2,6,N,5,7
7299,9,1984,4,3,4,3,4,3,3,3,2
7300,9,1982,N,1,2,2,1,2,1,2,D
7301,9,1980,1,3,3,3,3,3,3,D,3
7302,5,1984,3,7,7,6,7,7,6,6,2
7303,6,1981,4,5,3,4,6,6,6,6,7
7304,10,1981,6,7,6,5,N,N,2,2,3
7305,2,1984,6,7,6,5,N,N,5,6,5
7306,3,1982,3,5,3,3,2,2,3,6,4
7307,1,1982,6,6,2,3,2,4,2,2,6
7308,5,1981,6,5,6,6,7,6,6,6,6
7309,7,1981,2,4,5,3,4,2,4,4,N
7310,9,1980,8,7,8,4,D,D,4,4,5
7311,7,1981,2,5,3,5,3,6,4,6,3
7312,6,1984,2,2,2,4,3,3,5,5,6
7313,6,1980,7,6,6,4,6,6,6,6,5
7314,2,1984,2,2,3,2,3,2,2,2,2
7315,5,1981,3,2,2,5,2,6,5,5,3
7316,12,1983,6,1,1,5,2,6,6,N,2
7317,10,1984,2,2,1,1,2,1,1,2,2
7318,10,1980,1,3,3,2,1,2,2,2,3
7319,12,1980,2,4,3,4,5,4,2,3,3
7320,11,1981,D,2,3,2,6,D,2,2,2
7321,2,1983,6,6,6,3,3,3,2,3,2
7322,1,1983,3,3,4,2,3,4,7,5,4
7323,5,1983,7,6,7,5,5,5,6,6,6
7324,2,1981,6,5,6,6,5,4,5,6,6
7325,6,1984,3,2,1,2,2,1,1,3,2
7326,9,1982,2,1,1,2,2,1,1,1,6
7327,9,1984,4,6,6,6,6,4,3,6,5
7328,7,1981,6,1,2,3,N,3,3,2,2
7329,8,1984,6,5,1,1,R,1,1,1,3
7330,6,1982,5,3,R,1,1,6,5,1,2
7331,6,1983,2,1,6,5,N,4,6,5,5
7332,9,1981,1,1,1,1,1,6,1,6,4
7333,6,1980,6,6,7,7,6,7,7,7,6
7334,7,1981,3,N,2,N,3,3,N,N,N
7335,4,1982,6,2,6,7,7,6,6,6,6
7336,12,1983,6,5,6,6,5,5,3,5,5
7337,8,1984,6,6,6,3,2,3,2,5,6
7338,9,1982,2,3,1,3,6,6,6,6,6
7339,6,1981,N,N,N,N,1,1,1,1,1
7340,4,1981,2,2,6,5,3,2,3,3,5
7341,2,1984,6,6,6,5,2,N,4,3,5
7342,8,1982,1,1,1,1,D,N,2,1,N
7343,1,1983,2,1,1,1,1,1,1,N,1
7344,7,1984,3,3,2,N,1,1,2,1,2
7345,8,1982,1,1,3,1,1,1,1,1,1
7346,9,1980,1,N,N,N,N,N,N,N,N
7347,10,1982,1,2,1,N,3,6,4,1,6
7348,10,1982,4,3,3,1,1,2,1,2,1
7349,6,1980,7,8,7,5,3,2,2,4,2
7350,8,1981,1,1,1,1,1,1,1,1,1
7351,4,1984,5,5,3,3,3,3,3,2,6
7352,9,1983,R,6,N,N,N,1,1,1,2
7353,7,1982,N,N,N,N,N,1,N,N,N
7354,10,1980,N,1,4,3,1,3,1,N,N
7355,7,1983,3,4,8,1,1,1,1,1,N
7356,4,1982,4,4,2,2,6,2,3,2,4
7357,3,1981,6,2,4,3,5,3,3,3,3
7358,1,1984,6,6,6,6,1,2,1,1,1
7359,1,1984,6,1,1,2,R,3,3,5,7
7360,7,1980,1,N,N,N,1,1,1,1,1
7361,10,1983,1,2,2,4,D,R,6,N,N
7362,11,1980,2,1,1,1,2,2,1,1,N
7363,12,1982,5,6,6,6,R,N,N,N,N
7364,11,1982,6,6,6,3,6,6,2,2,2
7365,1,1980,2,3,2,6,3,3,5,5,5
7366,1,1981,3,2,3,2,3,6,6,5,5
7367,4,1982,1,2,2,2,2,3,6,5,5
7368,9,1981,4,N,1,4,4,N,4,5,3
7369,8,1981,1,6,3,3,2,R,4,5,6
7370,12,1982,6,7,8,3,3,1,6,7,8
7371,3,1984,7,7,6,2,7,7,6,2,7
7372,4,1983,7,7,6,6,5,5,6,6,6
7373,6,1981,6,6,6,5,6,1,5,6,6
7374,10,1983,6,7,7,7,7,7,7,7,7
7375,2,1983,3,N,2,3,7,3,3,2,6
7376,9,1980,7,4,3,5,2,N,N,N,N
7377,12,1981,1,N,1,1,1,1,R,N,1
7378,6,1984,6,3,4,4,5,4,2,1,1
7379,8,1980,3,5,1,1,1,1,1,4,2
7380,9,1983,1,2,2,2,2,2,5,5,5
7381,2,1981,7,6,6,6,2,3,7,7,7
7382,8,1980,7,7,6,2,6,6,7,5,6
7383,10,1981,6,1,6,3,D,7,6,6,2
7384,9,1982,3,5,6,6,6,6,5,4,5
7385,4,1980,6,6,6,6,6,6,6,6,6
7386,5,1982,1,3,2,2,6,4,3,2,2
7387,8,1981,N,N,4,7,N,2,6,2,5
7388,7,1984,6,2,6,4,6,5,5,N,5
7389,11,1983,6,6,N,N,N,N,N,5,6
7390,11,1982,6,6,6,6,6,6,6,4,3
7391,12,1981,2,7,7,7,2,7,7,7,7
7392,9,1980,2,7,6,2,2,6,2,2,5
7393,9,1980,5,6,5,6,6,6,4,6,5
7394,10,1983,1,1,6,6,6,6,6,7,6
7395,7,1984,4,6,6,6,2,2,6,3,6
7396,10,1982,1,1,1,1,2,1,1,5,5
7397,7,1984,1,8,4,1,D,R,R,R,1
7398,7,1984,1,7,3,2,D,N,1,N,2
7399,4,1981,1,3,2,5,6,7,7,5,5
7400,4,1982,N,N,N,4,1,1,N,6,2
7401,5,1984,2,4,5,5,6,6,2,3,7
7402,4,1980,6,4,4,2,1,3,2,R,1
7403,1,1984,7,7,7,7,7,4,N,N,N
7404,1,1984,2,1,2,4,2,6,5,3,3
7405,3,1980,N,3,3,1,2,2,4,2,2
7406,9,1981,2,2,3,2,1,2,4,D,3
7407,4,1984,2,1,1,1,4,4,2,2,2
7408,2,1982,2,3,3,5,5,N,N,N,5
7409,10,1982,1,1,7,5,5,8,1,7,7
7410,9,1984,8,2,2,2,2,1,1,6,2
7411,11,1984,1,2,5,7,6,5,6,7,2
7412,5,1983,6,3,4,4,3,3,5,2,2
7413,2,1980,1,2,1,2,1,N,N,N,N
7414,9,1980,N,1,N,1,N,N,N,N,N
7415,12,1982,2,2,N,N,N,2,2,4,2
7416,8,1980,6,6,7,6,7,7,7,7,6
7417,12,1983,2,1,2,1,1,2,1,1,1
7418,5,1980,2,1,2,2,1,1,1,2,1
7419,5,1982,4,3,1,1,1,6,2,2,1
7420,2,1981,2,1,1,1,1,1,1,1,1
7421,5,1982,1,2,2,2,1,1,R,2,R
7422,3,1982,2,3,3,3,7,4,3,2,3
7423,4,1983,7,2,4,2,2,5,3,2,1
7424,6,1980,1,1,1,1,1,1,1,1,2
7425,4,1984,4,1,1,1,1,N,N,N,8
7426,8,1984,2,1,1,1,1,1,2,2,1
7427,3,1982,1,1,1,2,1,1,1,1,1
7428,5,1980,4,N,6,7,5,N,3,1,2
7429,2,1984,1,1,1,2,2,1,1,1,1
7430,4,1981,6,N,N,N,R,N,N,N,N
7431,1,1982,3,1,2,1,1,1,2,2,2
7432,10,1983,3,2,3,4,3,2,3,2,1
7433,10,1984,6,3,1,2,4,6,2,2,2
7434,7,1980,R,4,6,3,N,N,3,1,3
7435,7,1983,3,5,4,5,2,N,N,N,2
7436,12,1981,1,N,1,7,3,2,R,R,R
7437,5,1984,2,N,2,5,5,5,2,2,N
7438,10,1980,3,3,1,1,5,N,4,3,3
7439,8,1984,6,1,2,1,5,2,6,4,4
7440,6,1980,3,3,3,2,2,2,2,2,1
7441,12,1981,3,2,2,N,N,N,N,N,N
7442,7,1981,3,3,2,4,2,2,2,2,2
7443,1,1983,6,6,5,3,3,2,2,3,3
7444,3,1983,2,2,3,1,5,4,2,2,3
7445,7,1982,1,1,5,6,1,1,1,1,1
7446,4,1984,6,6,2,1,6,6,1,1,6
7447,2,1984,1,2,3,2,3,2,1,1,N
7448,9,1980,5,3,2,6,5,6,D,4,R
7449,4,1984,2,N,1,1,1,1,1,2,3
7451,5,1980,2,5,3,N,6,5,1,1,N
7452,11,1984,3,4,6,4,4,5,N,N,N
7453,1,1983,2,1,2,1,1,6,2,5,2
7454,3,1981,6,N,6,7,5,6,6,5,6
7455,12,1982,N,7,6,6,3,3,4,3,1
7456,1,1982,6,6,6,6,6,6,3,2,2
7457,1,1982,4,6,1,1,1,6,5,6,6
7458,2,1980,1,1,1,1,1,1,1,1,1
7459,2,1983,N,N,N,N,N,N,N,N,N
7460,12,1980,3,2,1,2,2,1,2,3,2
7461,9,1980,2,1,1,1,1,1,1,1,1
7462,3,1983,5,6,1,1,1,1,2,1,1
7463,8,1980,3,5,5,1,1,2,1,1,1
7464,4,1980,2,2,1,6,3,3,3,2,2
7465,8,1983,1,2,N,N,2,R,1,2,2
7466,2,1981,1,3,5,4,5,3,4,5,5
7467,6,1982,5,2,4,5,4,4,2,6,7
7468,5,1983,6,3,4,6,6,5,5,6,6
7469,6,1981,7,7,7,7,7,7,7,7,7
7470,7,1984,6,6,6,6,6,4,6,4,5
7471,4,1981,3,1,5,3,3,3,3,3,4
7472,3,1983,5,5,4,4,5,5,4,N,5
7473,9,1981,7,6,3,4,1,3,6,D,N
7474,4,1982,3,N,N,N,1,1,6,4,1
7475,1,1984,2,1,N,N,1,D,2,1,2
7476,3,1981,3,3,6,5,6,6,5,6,6
7477,12,1983,2,3,3,3,6,6,6,4,2
7478,7,1980,3,3,3,3,3,4,2,2,3
7479,9,1982,4,4,4,5,4,6,5,4,1
7480,8,1984,3,3,4,2,2,2,2,2,1
7481,6,1983,1,3,2,2,3,6,5,3,2
7482,11,1980,3,2,2,8,5,2,2,2,2
7483,12,1982,1,1,2,1,2,3,2,2,1
7484,10,1982,2,1,1,2,2,3,2,2,2
7485,6,1981,N,3,1,2,1,1,1,1,1
7486,4,1980,3,1,1,1,1,1,1,1,2
7487,12,1984,3,N,2,1,1,1,1,1,1
7488,10,1982,6,8,6,2,1,2,2,2,3
7489,9,1983,2,6,6,1,2,1,1,1,1
7490,9,1984,6,6,5,2,2,1,N,2,N
7491,4,1983,3,6,3,3,3,3,3,3,3
7492,10,1980,1,1,1,1,1,2,2,2,1
7493,10,1981,7,6,2,5,6,D,3,6,4
7494,4,1984,7,6,4,3,4,5,4,4,3
7495,6,1982,2,3,2,6,2,3,4,3,2
7496,12,1980,7,7,7,6,7,5,3,3,7
7497,10,1983,7,7,7,2,3,2,3,3,3
7498,11,1982,2,7,6,7,1,2,N,7,5
7499,6,1984,7,6,2,2,1,1,1,1,1
7500,1,1980,1,N,N,N,N,N,N,N,N
7501,4,1982,2,2,2,2,6,5,3,3,5
7502,7,1982,8,8,N,N,N,N,N,7,N
7503,2,1984,6,1,1,2,2,7,N,1,5
7504,7,1984,7,2,1,2,1,1,1,1,1
7505,4,1983,3,2,2,3,2,7,2,5,4
7506,9,1980,2,4,2,2,2,2,2,1,2
7507,5,1982,3,3,1,5,1,1,2,2,2
7508,6,1984,3,6,4,4,4,1,2,1,1
7509,8,1983,7,7,7,7,7,7,7,7,7
7510,2,1983,6,1,3,4,2,1,1,2,1
7511,8,1982,1,2,6,5,4,4,2,2,2
7512,5,1982,2,3,3,2,2,2,2,2,1
7513,3,1982,2,2,2,2,2,2,2,2,6
7514,6,1982,6,7,7,6,7,6,6,7,7
7515,6,1983,6,6,4,2,1,1,2,7,4
7516,12,1981,2,2,2,2,2,2,1,2,2
7517,3,1984,6,5,6,2,2,2,2,1,3
7518,4,1981,7,3,4,1,5,4,N,3,5
7519,5,1981,6,6,4,6,3,3,2,2,2
7520,4,1982,6,3,3,3,6,5,3,3,2
7521,6,1983,6,2,1,3,6,1,2,1,1
7522,10,1983,1,4,2,2,4,4,4,2,2
7523,4,1981,3,2,1,2,7,7,7,7,7
7524,7,1982,1,1,1,7,2,2,1,1,7
7525,6,1980,2,7,4,2,1,2,3,3,1
7526,7,1982,7,3,7,6,5,2,2,4,4
7527,10,1984,4,2,2,2,2,1,D,8,1
7528,5,1980,N,N,N,N,7,7,7,7,7
7529,6,1982,N,N,N,N,7,6,6,6,6
7530,11,1981,6,4,3,6,3,2,3,3,2
7531,11,1981,3,3,2,3,3,6,4,4,3
7532,7,1983,3,1,1,1,1,6,2,2,1
7533,3,1981,3,3,3,4,4,3,2,2,5
7534,3,1982,3,2,3,2,2,1,5,3,1
7535,5,1980,7,7,7,7,7,7,5,2,7
7536,4,1981,6,1,1,1,1,1,1,1,1
7537,1,1983,6,6,N,6,6,5,4,4,3
7538,1,1982,6,1,1,1,1,1,N,N,N
7539,12,1982,6,2,3,1,4,6,5,5,2
7540,5,1983,1,1,2,2,N,7,2,N,7
7541,9,1984,1,2,N,2,2,3,1,2,2
7542,9,1982,6,2,4,6,N,N,N,N,N
7543,3,1982,N,N,5,4,2,2,5,N,4
7544,1,1984,2,3,3,2,N,2,4,3,3
7545,11,1982,2,6,3,6,5,6,4,6,6
7546,4,1983,4,1,4,3,3,2,5,3,2
7547,2,1984,6,6,3,3,2,2,2,1,2
7548,4,1981,1,N,N,N,N,N,N,N,N
7549,6,1981,4,3,2,3,2,1,2,1,2
7550,12,1981,D,3,3,1,3,2,2,2,2
7551,1,1983,2,6,6,4,2,4,4,4,4
7552,9,1980,N,1,N,2,R,N,N,N,N
7553,9,1982,1,D,1,1,1,1,1,N,1
7554,4,1981,4,3,3,5,2,2,2,1,1
7555,8,1983,6,5,5,N,N,N,5,5,3
7556,5,1983,5,3,2,2,N,2,N,1,N
7557,7,1983,6,3,3,1,3,N,2,N,4
7558,9,1981,2,2,1,1,1,1,1,1,1
7559,5,1984,2,2,2,1,1,1,2,1,1
7560,8,1980,N,1,1,1,1,1,1,1,1
7561,8,1980,1,N,N,1,N,N,N,N,N
7562,8,1982,3,4,3,4,2,2,1,5,N
7563,10,1982,2,2,3,3,3,2,4,2,1
7564,12,1981,1,2,3,3,2,1,3,2,3
7565,11,1984,2,1,1,1,1,1,1,1,1
7566,3,1980,D,5,N,N,N,N,N,N,N
7567,2,1982,2,3,2,5,1,N,N,N,N
7568,5,1984,2,1,2,1,1,1,1,3,1
7569,2,1982,1,1,1,2,1,1,1,1,2
7570,1,1981,1,1,6,1,2,6,3,1,2
7571,2,1983,N,N,N,N,N,2,1,2,1
7572,1,1982,1,4,3,2,1,2,3,3,2
7573,9,1984,3,2,3,3,2,2,5,2,3
7574,7,1982,2,2,2,1,1,1,1,1,1
7575,10,1984,N,1,1,1,1,1,1,1,1
7576,10,1981,5,3,3,4,5,5,6,5,5
7577,10,1983,4,3,3,1,3,1,2,3,2
7578,2,1980,4,2,2,N,N,N,N,N,N
7579,8,1982,1,1,2,2,D,3,D,R,1
7580,4,1980,1,2,3,2,2,2,1,1,1
7581,10,1983,6,5,5,5,2,3,5,4,4
V,3,1980,3,1,2,5,4,6,6,N,N
7583,11,1984,2,2,2,1,3,1,1,1,2
7584,11,1983,2,6,2,N,2,1,1,1,1
7585,12,1980,2,1,3,2,3,1,4,1,1
7586,12,1982,1,2,1,2,R,8,1,1,2
7587,7,1983,2,4,3,3,N,N,N,N,N
7588,8,1980,N,3,3,3,2,2,N,N,N
7589,8,1984,3,5,2,5,3,2,2,N,N
7590,3,1981,3,2,R,1,1,1,1,1,1
7591,12,1982,7,7,6,7,7,6,6,4,1
7592,10,1984,4,2,2,2,2,2,2,2,1
7593,8,1983,7,7,7,7,7,7,7,7,6
7594,7,1980,4,5,3,2,2,3,2,3,2
7595,2,1982,1,6,6,6,5,6,5,6,6
7596,4,1980,2,1,R,1,D,1,1,1,1
7597,12,1981,3,2,3,2,2,2,2,2,1
7598,2,1983,6,1,2,1,2,2,1,1,2
7599,3,1984,3,3,1,3,3,3,2,2,2
7600,6,1984,6,6,6,5,2,6,6,5,N
7601,8,1984,6,5,2,3,3,2,2,2,1
7602,1,1982,N,N,N,6,1,1,1,D,N
7603,1,1980,2,2,1,2,1,2,1,1,2
7604,3,1981,N,1,1,1,1,1,1,1,1
7605,3,1982,N,N,1,1,2,3,1,1,1
7606,10,1981,N,N,7,N,N,N,N,N,N
7607,6,1982,3,3,2,2,1,1,1,2,2
7608,8,1981,3,N,4,2,2,5,2,2,N
7609,10,1984,7,7,7,7,7,7,7,7,7
7610,8,1983,1,1,1,1,1,1,1,1,1
7611,12,1980,1,1,1,1,R,1,2,N,1
7612,12,1981,5,7,6,2,2,2,1,1,1
7613,1,1980,1,1,N,R,N,N,N,N,N
7614,5,1980,4,4,3,4,2,7,2,N,N
7615,4,1982,1,1,1,N,N,1,N,1,N
7616,11,1980,2,3,3,2,1,3,1,N,N
7617,5,1980,N,N,N,N,N,3,N,N,N
7618,2,1980,2,N,4,N,2,2,R,R,6
7619,3,1982,N,7,5,6,R,5,1,3,R
7620,4,1983,3,N,N,N,N,N,N,N,1
7621,5,1981,1,1,N,2,2,1,1,1,1
7622,9,1983,1,6,2,2,N,N,1,N,N
7623,11,1981,2,2,1,1,1,1,2,2,2
7624,7,1983,7,2,2,2,2,6,3,1,D
7625,11,1984,3,1,3,4,2,4,4,1,3
7626,1,1980,N,1,1,2,1,N,R,N,3
7627,5,1982,6,6,4,6,3,N,R,4,1
7628,10,1984,2,6,3,5,5,5,5,5,5
7629,7,1981,1,2,1,N,1,1,1,2,2
7630,7,1981,2,2,2,2,1,1,1,1,2
7631,7,1984,6,2,1,1,1,1,1,1,1
7632,1,1982,N,2,1,5,1,1,1,2,1
7633,6,1984,4,7,6,6,7,7,6,6,7
7634,12,1980,1,1,2,1,1,1,1,1,1
7635,12,1981,4,6,5,5,4,6,4,5,5
7636,1,1983,7,2,1,1,2,4,2,1,2
7637,8,1984,3,2,2,5,4,3,3,5,6
7638,11,1980,4,5,1,6,4,N,N,N,N
7639,5,1981,6,6,6,6,6,5,4,6,5
7640,9,1982,3,3,2,3,1,N,4,N,1
7641,9,1980,3,2,2,3,3,1,2,2,6
7642,7,1981,7,N,N,6,N,N,6,N,4
7643,9,1984,3,4,3,3,3,3,3,4,2
7644,9,1982,3,4,N,4,3,3,2,4,6
7645,3,1983,6,1,7,6,6,3,4,1,4
7646,11,1983,8,8,7,7,6,7,6,7,3
7647,6,1982,3,1,1,1,1,1,1,1,1
7648,1,1984,7,7,6,6,1,6,1,1,5
7649,3,1981,3,N,1,4,1,5,7,6,4
7650,12,1982,6,6,5,6,6,5,5,3,6
7651,7,1982,6,4,6,5,2,3,N,6,3
7652,3,1980,1,1,1,1,1,1,3,1,2
7653,10,1981,6,6,3,4,3,6,5,2,3
7654,7,1982,6,6,4,3,3,6,6,6,6
7655,10,1984,7,R,7,6,6,2,2,6,5
7656,9,1981,6,1,2,6,6,6,6,6,5
7657,1,1983,6,N,6,6,4,5,4,2,7
7658,11,1982,1,2,2,1,2,1,1,1,1
7659,11,1980,2,2,2,2,2,N,1,6,3
7660,12,1981,3,1,1,1,1,1,1,1,1
7661,3,1984,1,1,2,1,1,1,1,6,4
7662,6,1984,2,6,2,2,4,R,6,3,6
7663,3,1981,N,N,N,N,N,N,N,N,N
7664,6,1983,4,N,1,2,N,N,N,N,N
7665,7,1982,2,3,6,7,7,7,2,7,5
7666,11,1982,3,7,3,4,4,7,7,4,6
7667,6,1981,4,4,3,4,5,4,5,5,5
7668,6,1984,5,3,3,R,1,5,4,2,4
7669,3,1981,N,3,4,4,N,N,N,N,N
7670,3,1984,1,2,4,3,2,R,1,5,1
7671,12,1983,3,2,1,3,2,5,6,5,1
7672,1,1984,5,N,4,2,2,2,N,N,N
7673,4,1984,8,7,2,6,4,7,2,3,N
7674,2,1984,1,1,1,1,1,1,1,1,1
7675,7,1981,2,2,2,3,3,N,N,1,4
7676,9,1983,4,4,6,2,3,1,1,1,6
7677,4,1983,2,2,1,N,N,1,N,1,R
7678,10,1980,N,4,1,3,1,1,1,1,N
7680,4,1980,7,6,1,1,5,4,N,6,6
7681,9,1980,7,6,4,3,2,2,6,5,2
7682,1,1982,6,2,2,2,2,2,1,6,6
7683,11,1980,N,2,2,2,1,2,2,N,6
7684,7,1980,2,1,1,1,1,1,1,1,D
7685,7,1980,3,2,3,5,3,4,5,5,5
7686,4,1983,6,6,6,6,6,6,7,7,6
7687,7,1984,4,4,4,5,3,4,3,5,2
7688,10,1982,2,2,2,2,2,2,N,4,4
7689,7,1982,3,6,5,5,6,6,N,N,5
7690,9,1982,2,4,6,2,2,1,2,6,N
7691,11,1982,1,2,2,2,5,3,3,N,R
7692,8,1980,2,1,3,2,N,4,2,1,2
7693,1,1983,3,2,7,5,N,N,4,2,N
7694,2,1983,N,N,N,N,N,N,N,N,N
7695,11,1983,2,N,1,1,N,N,N,1,1
7696,9,1981,3,3,4,2,2,2,2,3,2
7697,10,1982,1,N,5,5,4,5,N,N,N
7698,7,1980,1,1,1,R,1,1,1,1,1
7699,12,1983,3,1,2,1,1,N,1,2,1
7700,12,1981,2,3,6,1,5,1,2,N,2
7701,11,1983,3,N,N,1,N,N,N,2,4
7702,2,1982,2,4,3,1,2,2,2,1,1
7703,7,1983,3,3,3,2,3,2,3,2,2
7704,5,1981,N,N,N,N,N,5,N,N,N
7705,9,1984,2,N,N,N,N,N,N,N,N
7706,10,1981,N,N,N,N,N,N,N,N,N
7707,8,1984,N,1,1,N,1,3,2,1,2
7708,7,1984,2,3,3,6,3,N,N,N,N
7709,12,1980,7,7,6,6,7,7,1,4,6
7710,11,1984,7,6,5,5,1,3,1,2,D
7711,8,1981,N,5,3,N,5,N,N,5,4
7712,4,1980,N,3,N,N,N,N,N,N,4
7713,10,1980,1,1,2,1,1,1,1,1,5
7714,11,1981,2,2,2,2,N,N,6,1,1
7715,8,1982,N,2,2,5,5,6,5,3,2
7716,3,1982,6,1,2,1,1,R,2,6,6
7717,1,1980,N,N,6,6,6,6,7,6,6
7718,12,1980,2,2,4,N,N,N,N,5,N
