id,bmonth,byear,att00,att01,att02,att03,att04,att05,att06,att07,att08
1000,4,1981,1,1,2,1,3,1,2,2,1
1002,8,1984,7,7,7,2,2,1,1,2,1
1004,9,1984,2,2,2,4,6,6,6,6,6
1005,10,1982,1,6,3,2,1,1,2,1,1
1006,11,1984,6,2,1,2,1,1,1,2,1
1008,5,1980,2,6,2,6,6,7,6,6,7
1009,5,1982,1,5,2,6,7,3,5,6,6
1010,11,1983,2,1,1,1,1,1,1,3,1
1011,8,1981,6,7,7,6,5,6,6,6,6
1012,8,1983,7,7,7,7,6,7,7,7,7
1013,4,1983,6,6,6,6,6,6,6,5,5
1018,11,1982,4,2,3,2,2,2,2,1,1
1019,5,1983,6,3,2,3,2,3,3,3,2
1020,11,1981,1,1,1,1,1,1,1,1,1
1021,10,1984,2,2,2,2,2,2,2,1,2
1022,12,1981,1,1,2,1,1,1,1,1,1
1024,4,1981,3,2,1,2,1,1,1,1,1
1025,3,1981,1,1,1,1,1,1,1,1,1
1029,4,1982,1,1,1,1,1,1,1,1,1
1030,11,1981,2,1,1,1,2,1,1,1,1
1032,8,1982,6,7,7,7,5,7,6,7,7
1033,10,1983,5,6,6,6,6,5,3,3,4
1038,1,1984,3,4,1,1,3,2,2,4,2
1039,6,1984,6,3,6,5,4,2,1,2,2
1041,3,1981,1,1,1,1,2,1,1,1,1
1042,9,1982,1,1,1,1,1,1,1,1,1
1045,8,1980,1,3,3,3,3,2,2,1,6
1046,6,1983,1,1,1,1,1,1,1,1,1
1048,4,1983,2,3,2,2,3,3,1,5,4
1054,1,1983,2,3,6,6,6,6,6,2,6
1056,1,1980,1,3,3,3,1,7,1,1,4
1057,6,1981,2,1,1,1,1,1,1,1,1
1059,11,1984,3,2,2,2,2,1,2,2,1
1060,3,1984,5,1,1,4,1,1,1,2,1
1066,2,1984,7,7,2,7,7,5,3,7,7
1067,5,1983,1,1,1,1,1,1,1,1,1
1068,8,1984,1,4,4,2,1,1,2,7,2
1071,6,1984,2,1,2,1,1,1,1,1,1
1072,9,1980,6,2,6,6,6,6,2,6,4
1074,1,1983,1,5,2,2,5,3,2,2,1
1077,11,1983,5,4,6,2,6,3,3,4,4
1078,9,1983,1,2,1,1,1,1,1,1,1
1081,11,1983,6,6,6,6,4,3,4,2,1
1082,12,1982,2,2,1,1,2,2,1,1,1
1084,6,1982,4,3,5,5,3,3,3,1,1
1085,11,1980,2,1,1,1,1,1,1,1,1
1087,1,1981,5,5,5,6,6,6,6,5,5
1091,10,1980,1,1,1,1,1,1,1,1,1
1092,12,1982,1,1,1,1,1,1,1,1,1
1096,9,1984,3,7,3,5,3,4,2,3,4
1098,1,1983,5,2,5,4,5,4,1,4,5
1099,2,1980,1,1,1,1,1,1,1,1,1
1100,2,1982,1,2,2,1,2,1,2,2,1
1102,2,1984,1,1,1,4,1,1,2,1,1
1103,10,1984,1,2,2,2,2,1,1,1,1
1106,8,1980,1,1,1,1,1,2,6,1,1
1107,11,1982,7,2,3,1,2,1,1,1,2
1108,8,1983,3,2,2,2,1,2,1,2,2
1109,8,1984,6,6,6,6,6,6,5,6,6
1113,3,1981,2,2,1,1,1,2,1,1,2
1115,9,1982,6,6,6,5,6,5,1,1,1
1116,7,1983,6,6,6,4,3,6,2,6,3
1117,12,1984,6,6,6,6,4,3,2,2,3
1118,2,1980,1,1,1,2,1,1,1,1,1
1119,12,1983,3,3,2,1,1,1,1,1,1
1122,7,1980,3,4,4,3,6,4,4,4,5
1123,11,1984,6,6,4,2,3,2,3,1,2
1124,9,1982,1,2,1,1,1,1,1,1,1
1126,7,1980,3,6,4,8,3,6,6,6,6
1127,8,1982,1,1,1,1,1,1,1,1,1
1128,11,1984,6,6,4,6,6,5,5,4,3
1129,5,1983,3,3,3,2,1,1,1,6,5
1130,10,1984,3,1,2,2,1,2,2,2,1
1131,5,1983,1,1,1,1,1,1,1,1,1
1135,3,1984,6,6,6,6,6,4,4,4,4
1140,3,1984,1,1,1,1,1,1,1,1,1
1143,6,1982,6,5,3,3,2,4,2,3,3
1144,7,1983,6,4,2,2,2,1,1,4,1
1145,10,1982,6,6,2,2,2,2,6,6,2
1146,11,1984,2,2,1,1,1,1,5,1,3
1147,2,1980,2,1,1,1,1,1,1,1,1
1148,3,1981,2,1,1,2,1,1,1,2,2
1149,8,1983,2,2,2,2,2,2,2,1,2
1152,10,1980,1,1,2,1,1,1,1,2,6
1153,1,1983,2,3,2,1,1,1,1,1,1
1154,8,1983,6,2,2,2,2,1,2,2,2
1155,11,1982,2,2,2,2,2,2,2,2,2
1158,7,1981,2,3,3,3,2,2,3,2,2
1159,12,1982,1,1,1,1,1,1,1,1,1
1161,7,1981,1,1,1,1,1,1,1,1,1
1163,8,1983,1,5,2,3,3,2,2,2,2
1164,10,1982,5,5,4,3,2,2,1,1,2
1167,1,1980,2,2,2,2,3,2,2,2,5
1169,11,1983,4,3,2,2,2,2,4,1,2
1171,2,1984,6,6,6,6,5,4,4,5,6
1173,5,1983,1,1,1,1,1,1,1,1,1
1178,7,1982,1,1,1,1,1,1,1,1,1
1184,6,1980,2,2,6,2,1,1,1,1,2
1186,6,1980,2,1,1,1,2,1,3,3,2
1187,4,1983,5,3,2,2,2,2,2,2,2
1188,4,1983,6,3,3,2,2,2,2,2,2
1189,3,1982,8,8,8,8,8,8,8,8,8
1191,11,1981,1,1,1,1,1,1,1,1,1
1194,11,1984,2,1,1,1,1,1,1,1,1
1198,11,1980,1,1,1,1,1,1,1,1,1
1199,3,1983,1,2,3,2,1,2,1,1,2
1202,3,1981,1,1,1,1,1,1,1,1,2
1203,2,1981,2,1,2,2,2,2,1,2,2
1206,9,1984,7,5,3,5,3,1,1,2,2
1208,8,1982,2,2,1,1,1,1,1,1,1
1212,6,1983,2,3,2,2,1,1,2,2,5
1214,9,1982,2,3,5,7,7,7,7,7,7
1215,8,1980,3,3,3,3,1,2,2,2,2
1217,10,1981,6,3,3,3,2,2,2,1,1
1220,5,1981,2,5,1,3,1,3,3,2,1
1222,10,1982,4,3,5,3,5,5,3,3,5
1224,7,1981,6,2,2,2,2,2,1,1,1
1226,9,1980,6,3,2,2,5,4,2,1,2
1227,9,1983,6,6,3,3,2,3,6,5,2
1228,2,1980,3,3,3,2,3,3,3,3,2
1229,11,1984,6,1,6,6,6,5,5,4,5
1231,10,1980,2,2,2,2,2,1,2,1,1
1232,3,1983,2,3,6,2,1,1,1,1,1
1233,11,1983,6,6,5,3,6,3,3,2,3
1234,11,1983,5,4,3,2,1,1,1,1,1
1235,3,1983,6,3,4,3,3,5,3,3,5
1237,2,1983,2,1,1,1,1,1,1,1,1
1238,6,1983,2,1,1,1,1,1,1,1,1
1239,4,1983,6,3,3,3,2,2,2,2,2
1240,12,1982,2,2,2,2,1,2,1,1,1
1241,10,1981,3,4,3,3,3,2,2,2,2
1243,9,1984,5,3,3,3,3,1,1,1,2
1246,1,1980,2,2,5,7,6,2,5,6,2
1247,3,1982,7,7,7,7,7,7,7,7,7
1248,3,1984,7,7,7,7,7,7,7,7,7
1249,3,1981,2,6,6,6,6,6,5,4,2
1251,11,1981,7,7,7,7,6,7,6,6,6
1252,1,1982,7,7,6,6,6,4,2,6,7
1253,6,1984,7,7,7,7,6,6,7,6,6
1254,9,1982,3,3,2,2,2,1,2,3,2
1260,12,1983,3,1,1,1,1,1,1,1,1
1261,7,1981,2,6,5,7,7,7,7,7,7
1263,9,1982,2,2,1,1,1,1,1,1,1
1265,3,1980,2,1,1,1,1,2,1,1,1
1266,9,1983,1,1,1,1,1,1,1,1,1
1267,6,1981,4,3,2,3,3,3,3,3,3
1268,3,1980,1,1,1,1,1,2,1,1,1
1270,11,1981,5,3,3,4,3,6,6,5,6
1275,1,1983,2,1,2,2,2,3,2,2,1
1276,8,1980,5,4,5,3,5,5,4,3,4
1277,7,1982,2,2,3,3,4,3,3,5,3
1278,1,1982,3,2,3,4,3,2,2,2,2
1279,1,1982,2,2,2,2,2,3,3,2,2
1281,1,1984,4,3,3,3,3,2,2,2,2
1282,3,1981,1,1,1,1,1,1,1,1,1
1283,9,1983,1,1,1,1,1,1,1,1,1
1284,5,1981,3,4,1,3,1,1,1,6,5
1285,7,1981,5,3,2,3,3,3,2,2,2
1286,2,1983,3,4,3,2,2,2,2,3,3
1288,3,1983,1,1,1,4,1,1,1,1,1
1290,10,1981,5,3,2,3,3,3,3,2,2
1291,5,1980,1,1,1,1,1,1,2,1,1
1292,7,1982,6,2,2,2,2,3,2,4,4
1294,5,1984,3,1,1,1,1,1,1,1,1
1295,1,1980,3,5,6,6,6,6,5,6,6
1296,4,1983,7,7,7,7,7,7,7,7,7
1297,11,1980,1,2,2,2,2,2,2,2,2
1301,9,1984,6,5,3,4,3,4,4,5,5
1304,3,1980,2,2,2,3,3,3,5,5,3
1305,11,1981,3,3,3,3,3,3,2,2,2
1306,6,1981,5,4,3,3,3,5,4,3,4
1307,5,1984,2,6,3,2,2,1,2,3,3
1308,10,1983,6,5,4,5,2,3,3,3,2
1310,4,1981,1,1,1,1,1,1,1,1,1
1311,6,1980,1,3,2,1,2,2,1,1,1
1312,11,1980,1,1,1,1,1,1,1,1,1
1313,1,1983,1,1,1,1,2,2,1,1,2
1314,8,1982,1,1,1,1,1,1,3,2,2
1315,4,1980,6,6,5,3,2,3,2,2,1
1318,11,1984,2,3,3,2,2,6,3,2,3
1319,9,1984,1,1,1,2,1,1,1,1,1
1321,10,1982,1,1,1,1,1,1,1,1,1
1322,10,1982,5,3,4,3,5,4,4,3,3
1323,7,1984,7,7,7,7,7,7,7,7,7
1325,10,1982,6,3,3,5,5,5,3,3,3
1328,10,1980,3,3,5,2,4,1,1,6,5
1329,3,1981,3,1,5,2,2,5,7,7,3
1335,12,1980,3,3,3,3,5,3,3,4,4
1336,6,1984,6,5,3,4,5,4,5,4,5
1338,10,1981,4,5,4,4,3,2,2,2,2
1341,1,1983,2,2,1,1,1,1,1,1,1
1342,3,1980,6,6,6,6,7,7,7,7,7
1343,12,1980,3,3,1,1,1,1,2,1,1
1344,10,1983,2,2,2,3,2,2,1,2,1
1347,1,1983,6,4,3,3,5,2,2,6,6
1349,9,1983,6,7,6,6,7,7,7,6,6
1350,11,1983,1,2,1,2,2,2,1,1,2
1351,11,1981,2,2,1,1,1,1,1,1,1
1352,5,1983,4,5,2,2,2,2,1,2,1
1353,8,1984,6,2,2,1,5,2,2,1,2
1356,5,1981,2,5,1,4,3,4,4,2,2
1357,10,1982,3,2,4,5,4,4,2,1,5
1358,8,1984,2,2,4,3,4,5,6,6,3
1359,5,1981,3,1,2,2,3,3,5,3,4
1360,7,1981,3,1,2,2,2,2,3,2,2
1361,11,1982,2,2,3,3,3,1,2,1,1
1362,7,1980,2,2,1,2,2,1,1,1,1
1366,3,1980,4,1,6,3,3,3,2,1,2
1367,2,1984,4,4,7,5,2,1,2,5,5
1368,12,1982,6,6,6,6,6,6,6,6,6
1370,3,1984,2,2,2,1,6,4,3,2,2
1374,5,1982,3,3,3,2,1,1,1,4,3
1375,12,1984,1,1,1,1,3,2,1,3,3
1376,4,1980,1,1,1,1,2,1,1,1,1
1377,3,1984,2,2,2,1,1,1,1,1,1
1378,6,1983,1,3,1,1,1,2,1,1,1
1379,8,1984,6,7,6,6,2,6,2,2,2
1380,2,1980,6,5,3,5,6,5,5,6,5
1382,4,1984,1,1,2,2,1,2,1,1,1
1384,10,1983,1,6,7,2,2,5,4,5,6
1385,9,1982,1,3,2,2,1,1,1,1,1
1386,9,1981,2,2,1,2,1,1,7,7,7
1387,9,1982,2,1,3,2,1,1,1,2,2
1388,8,1984,2,1,7,1,3,1,2,2,1
1390,3,1982,3,1,2,4,2,2,2,2,1
1392,7,1980,3,4,3,5,4,6,6,6,4
1396,11,1984,3,4,2,1,3,8,1,1,1
1400,7,1980,2,2,2,2,2,2,2,2,2
1401,7,1983,1,1,2,1,2,6,4,5,4
1406,11,1983,6,6,6,4,3,3,3,7,7
1407,11,1983,6,6,6,6,6,6,6,6,6
1410,5,1980,3,4,2,2,2,3,3,6,6
1411,5,1980,2,2,1,2,2,2,2,2,3
1412,6,1982,6,6,3,4,2,4,5,2,1
1413,8,1984,3,3,5,5,5,6,2,1,1
1414,7,1982,3,4,2,2,3,3,3,3,3
1416,8,1982,4,5,5,2,6,4,5,5,1
1418,11,1983,2,6,6,1,1,2,1,6,6
1421,6,1983,4,3,2,2,2,2,2,2,3
1422,7,1982,6,3,4,3,3,5,5,6,6
1424,7,1983,2,1,1,4,1,1,1,1,1
1425,3,1981,3,3,2,3,2,6,3,6,7
1426,10,1982,4,2,5,4,6,2,2,2,2
1427,6,1984,2,2,7,4,1,4,1,2,1
1428,3,1980,2,3,3,1,6,3,6,3,5
1432,7,1982,6,7,6,6,5,5,5,4,5
1433,9,1984,7,7,6,6,6,6,6,6,3
1434,6,1980,4,3,2,2,2,2,2,2,2
1435,10,1982,1,3,2,1,1,1,1,1,1
1436,2,1984,1,2,1,1,1,1,1,1,2
1438,5,1982,6,3,5,5,5,5,5,5,6
1439,4,1983,1,1,1,2,1,1,1,1,1
1440,4,1981,6,6,6,6,7,7,6,6,6
1441,5,1980,1,1,1,1,2,2,2,1,1
1442,7,1981,2,2,1,1,1,1,1,1,1
1443,1,1983,1,2,1,1,1,1,1,2,2
1444,2,1981,1,1,1,1,1,1,1,1,1
1445,1,1982,3,2,1,2,1,1,2,2,2
1446,10,1984,3,1,2,1,1,1,1,3,1
1447,10,1983,2,2,1,1,2,2,1,1,1
1450,9,1981,4,3,3,2,2,4,3,3,3
1451,9,1981,1,1,1,1,1,1,1,1,1
1452,3,1983,3,3,3,5,5,3,3,2,3
1453,11,1981,3,3,3,2,2,2,3,2,2
1454,4,1981,2,1,1,2,2,2,2,1,5
1455,10,1983,3,3,3,4,3,2,2,3,2
1457,3,1983,3,3,2,2,2,2,2,2,2
1459,11,1984,5,5,3,3,3,3,3,2,3
1460,4,1984,6,5,4,6,6,6,6,6,6
1461,10,1981,2,2,1,1,2,6,2,1,1
1462,10,1984,2,2,2,2,1,2,1,1,1
1463,5,1980,1,2,1,1,1,1,1,1,1
1466,1,1982,3,3,3,3,6,6,6,3,2
1468,12,1981,2,1,1,1,1,1,1,2,2
1470,10,1982,3,6,2,3,3,2,3,5,2
1471,6,1984,2,2,2,1,2,1,1,4,2
1472,4,1983,1,4,1,1,4,4,2,2,2
1473,12,1983,6,6,6,4,5,5,5,5,5
1475,6,1983,6,7,6,7,3,7,7,7,7
1476,4,1981,7,7,7,7,7,7,7,7,7
1477,12,1983,7,7,7,7,7,7,7,7,7
1478,9,1983,6,6,6,3,5,6,6,7,7
1482,12,1981,2,2,2,2,2,2,2,3,4
1483,2,1984,3,6,3,3,3,1,1,3,2
1484,8,1980,2,2,3,2,2,2,2,2,2
1485,4,1983,5,5,4,2,2,1,2,2,2
1488,4,1980,1,1,1,1,1,1,1,1,1
1489,12,1982,2,1,1,1,1,1,1,1,1
1491,5,1982,3,6,2,2,1,2,2,3,2
1492,11,1982,5,4,3,3,3,3,4,4,3
1493,9,1983,4,3,3,2,2,2,3,2,2
1494,12,1980,1,1,1,2,1,1,3,1,2
1495,6,1980,6,6,6,6,6,6,6,6,4
1496,12,1981,2,1,2,1,2,3,1,1,1
1497,8,1982,3,2,3,3,4,2,3,4,6
1498,6,1984,7,7,7,6,5,7,7,7,4
1499,8,1980,6,3,5,3,3,3,5,3,3
1500,10,1982,2,6,3,7,5,6,6,6,6
1502,1,1984,7,6,6,4,6,6,7,6,7
1503,12,1980,1,1,3,1,1,1,2,1,1
1504,10,1983,6,1,5,5,2,2,2,1,2
1505,11,1984,2,2,1,6,5,4,5,4,4
1508,9,1984,5,3,1,2,2,1,1,1,1
1509,11,1982,2,5,5,1,3,4,2,2,2
1511,1,1982,1,1,2,1,1,1,1,1,2
1512,5,1984,1,1,1,1,1,1,1,1,1
1513,5,1984,2,2,1,1,1,1,1,1,2
1515,8,1980,1,1,1,1,1,1,2,1,1
1516,11,1980,6,5,3,5,3,3,6,2,4
1517,5,1983,7,5,3,3,5,4,3,3,3
1519,2,1984,3,2,4,6,5,3,3,2,4
1520,2,1984,6,6,6,6,6,6,6,6,1
1522,2,1982,7,7,7,7,7,7,7,7,6
1524,9,1981,7,7,7,7,7,7,7,7,7
1525,12,1980,4,3,3,2,4,3,3,4,3
1527,8,1984,6,2,1,1,1,3,2,6,2
1530,5,1980,4,3,3,2,2,2,2,2,2
1532,9,1982,2,2,2,6,1,1,1,1,1
1533,3,1982,6,3,4,4,5,3,3,4,4
1534,5,1980,4,1,2,1,5,6,2,5,1
1535,12,1982,2,1,1,2,1,1,2,1,1
1537,5,1983,1,2,1,2,1,1,1,1,1
1540,7,1984,6,2,1,1,2,2,1,2,1
1541,11,1984,2,2,1,2,4,1,1,1,2
1542,11,1983,3,6,6,6,6,6,6,6,6
1543,7,1982,7,7,7,7,6,7,7,7,7
1544,5,1984,7,7,7,7,6,7,7,7,7
1545,7,1982,6,5,5,4,3,5,3,3,3
1546,11,1983,2,5,2,2,6,7,6,6,6
1549,9,1984,4,5,6,3,4,5,3,6,5
1550,7,1982,2,2,4,4,2,2,2,2,2
1551,5,1980,3,2,2,2,1,1,2,2,3
1553,12,1980,4,6,3,3,3,3,3,4,2
1554,7,1983,6,6,5,5,4,3,5,3,4
1556,6,1983,2,6,6,7,2,2,1,6,6
1557,6,1984,1,2,3,3,2,3,4,5,3
1558,5,1982,3,7,1,2,2,2,5,4,4
1559,2,1982,6,6,6,4,2,6,6,6,6
1560,1,1984,5,2,1,3,2,2,1,1,1
1562,6,1984,3,4,3,5,1,1,2,2,1
1565,11,1984,7,7,7,6,6,6,6,6,6
1566,10,1982,3,3,6,6,4,5,5,5,1
1568,9,1982,6,6,4,6,6,6,5,5,4
1571,12,1982,6,6,5,6,6,5,6,4,6
1572,4,1982,6,7,7,6,6,6,6,6,6
1573,5,1981,2,2,1,1,1,1,2,2,1
1574,6,1983,3,2,2,2,3,2,4,3,4
1576,1,1980,6,1,4,3,5,6,2,6,5
1578,6,1981,1,1,1,2,1,1,1,1,1
1580,4,1980,2,3,1,1,2,2,5,5,6
1582,1,1980,1,1,1,1,1,1,1,1,1
1583,3,1981,2,1,1,1,4,1,1,2,2
1584,6,1982,2,1,1,6,2,2,3,2,3
1585,10,1984,1,1,1,6,1,1,1,1,1
1586,3,1983,4,5,3,7,2,6,6,1,6
1587,6,1982,3,3,5,6,5,6,6,6,6
1588,1,1984,2,2,2,3,4,3,3,2,2
1590,4,1983,6,6,6,6,6,6,6,6,6
1592,3,1981,1,1,1,1,1,1,1,1,1
1594,11,1980,3,2,2,2,1,1,2,4,3
1595,10,1982,5,1,2,3,2,2,2,2,2
1600,1,1982,1,1,2,3,1,2,2,2,2
1602,12,1984,3,2,2,3,1,2,1,2,2
1604,1,1980,3,2,3,3,2,1,3,2,2
V,12,1982,2,2,2,1,1,3,1,1,1
1612,7,1982,2,3,3,3,2,2,4,4,3
1614,10,1980,2,1,1,1,2,5,6,6,3
1615,3,1983,7,7,6,1,2,6,6,2,2
1617,10,1983,3,3,3,6,4,3,3,2,2
1618,9,1980,1,1,1,1,1,1,1,1,1
1620,4,1984,2,2,1,1,1,1,1,1,1
1622,10,1984,2,3,3,2,3,3,2,1,2
1623,1,1983,6,4,3,3,3,2,2,2,2
1624,1,1984,1,2,1,2,2,1,1,4,1
1627,3,1982,2,2,1,1,1,1,1,1,1
1628,7,1983,1,1,1,1,1,1,1,1,2
1629,6,1982,1,1,1,1,1,1,1,1,1
1630,8,1981,3,2,1,2,2,1,2,2,1
1632,3,1984,2,2,2,1,2,2,2,2,3
1633,4,1980,2,2,2,2,2,1,2,1,1
1634,5,1984,6,5,4,2,2,2,2,2,2
1637,1,1983,1,1,1,1,1,2,4,1,1
1639,1,1984,7,6,4,3,4,3,3,3,3
1640,7,1982,2,2,2,1,2,2,1,1,1
1641,8,1983,1,1,1,1,1,1,1,1,1
1642,11,1983,2,2,2,2,2,2,5,2,1
1644,3,1981,2,3,1,2,2,6,6,3,4
1645,10,1981,6,6,6,6,6,6,6,4,5
1646,4,1982,5,2,6,6,2,1,2,1,2
1647,11,1982,5,4,3,3,2,1,4,1,3
1649,2,1981,2,5,3,3,2,3,2,2,2
1653,7,1983,1,1,1,1,1,1,1,1,1
1656,5,1984,1,1,1,1,1,1,1,1,1
1659,12,1982,2,3,2,1,1,1,1,1,1
1661,9,1980,3,3,5,3,2,3,3,4,3
1662,12,1981,1,1,1,1,1,1,1,1,1
1663,1,1984,3,1,4,7,6,1,1,1,1
1666,12,1981,1,1,2,6,6,6,6,5,1
1667,10,1984,2,2,2,2,2,1,1,2,2
1669,9,1981,1,1,1,1,1,1,2,1,2
1670,8,1980,6,6,6,6,6,6,6,6,6
1671,3,1982,6,6,6,6,6,6,6,6,6
1672,12,1983,6,6,6,3,2,2,5,6,6
1673,11,1982,2,2,1,2,2,2,2,2,1
1675,1,1984,3,1,1,2,1,1,1,1,1
1678,12,1983,7,7,5,4,4,3,3,4,3
1679,2,1982,2,2,2,2,2,2,2,2,2
1680,4,1982,2,1,1,1,1,1,2,1,1
1682,5,1980,2,2,1,2,2,2,2,2,3
1683,1,1980,4,2,2,2,6,6,3,2,2
1684,1,1981,6,6,6,6,2,3,2,3,5
1685,3,1980,2,2,1,2,2,2,2,2,2
1686,2,1982,7,8,7,7,6,6,5,6,6
1687,11,1980,3,2,2,2,5,4,1,1,1
1688,7,1983,4,4,2,1,1,2,3,2,2
1689,3,1984,7,4,6,4,5,2,4,1,1
1690,12,1983,4,2,1,2,1,1,2,4,3
1691,12,1983,3,3,3,2,1,5,3,2,2
1692,9,1981,1,2,1,2,1,1,1,1,1
1693,10,1984,3,3,2,1,2,2,1,2,1
1696,5,1983,2,2,2,6,2,2,1,1,1
1701,5,1984,6,1,2,2,2,6,1,2,4
1704,7,1982,6,6,6,6,6,6,6,6,3
1705,11,1981,4,1,2,7,1,5,1,1,2
1706,12,1984,5,5,2,1,1,1,1,1,2
1718,4,1981,7,7,7,7,7,6,7,7,7
1719,1,1983,7,7,2,2,2,2,7,7,7
1720,10,1981,2,1,1,1,1,1,1,1,1
1722,3,1981,2,1,1,2,1,1,1,1,1
1723,6,1981,2,2,2,2,3,2,3,2,3
1727,6,1982,1,2,2,1,1,1,1,1,2
1728,4,1983,7,2,2,8,1,2,2,2,1
1730,11,1981,1,1,1,1,1,1,1,1,1
1733,11,1981,3,3,1,1,2,1,1,1,2
1735,3,1980,1,2,1,2,1,2,1,1,3
1739,10,1982,1,2,1,6,6,3,2,3,4
1741,11,1984,1,1,1,1,1,1,1,1,1
1744,11,1983,5,6,5,7,7,6,5,6,5
1745,5,1984,2,2,3,2,2,2,2,2,2
1746,10,1982,2,3,2,2,4,2,1,1,1
1747,9,1982,2,1,1,1,1,1,1,1,1
1752,6,1983,2,1,2,1,2,2,1,1,2
1753,1,1980,5,3,2,2,2,2,2,2,2
1755,6,1980,3,2,1,1,1,2,2,2,2
1757,3,1983,6,6,6,6,6,6,6,5,6
1766,5,1982,2,2,2,2,2,1,1,1,1
1767,10,1983,1,1,1,1,1,2,1,1,2
1768,3,1980,1,1,1,1,1,1,1,1,3
1769,8,1981,1,3,1,2,2,2,2,1,1
1771,8,1980,6,6,6,4,4,5,4,5,4
1772,7,1982,7,7,5,4,4,4,4,4,2
1773,12,1984,7,7,7,7,7,7,7,7,6
1774,5,1984,2,6,6,6,6,6,6,6,6
1775,6,1980,6,6,5,6,6,6,6,5,6
1776,2,1980,3,4,1,2,1,1,1,1,1
1779,12,1984,4,6,6,6,6,5,6,5,5
1781,7,1983,2,1,1,1,1,2,2,2,2
1783,4,1981,4,3,3,3,3,3,2,3,3
1784,1,1983,2,2,3,1,2,2,2,1,1
1785,7,1983,1,2,2,1,1,2,2,1,1
1786,9,1980,3,2,3,4,4,2,4,2,3
1787,8,1984,6,6,6,7,4,2,2,1,1
1788,10,1982,5,3,5,4,5,2,2,4,3
1789,12,1983,6,3,5,5,5,4,4,6,1
1790,5,1980,1,1,1,2,1,1,1,1,1
1791,1,1982,2,4,3,6,2,2,1,5,6
1797,8,1983,7,7,7,7,7,7,7,6,6
1798,7,1983,6,1,1,4,1,1,1,1,1
1800,5,1981,4,4,2,2,1,1,1,2,1
1801,8,1980,1,2,1,1,1,3,1,1,1
1803,11,1980,1,1,1,1,1,4,3,1,1
1805,2,1984,7,6,6,3,2,1,2,2,2
1808,3,1984,3,6,1,1,1,1,1,1,1
1810,7,1983,6,6,6,5,6,6,6,6,6
1811,10,1984,7,6,6,7,6,7,6,6,6
1813,6,1981,5,6,5,4,2,4,3,3,2
1814,4,1983,2,6,5,6,4,3,2,1,3
1815,8,1980,2,1,1,1,1,1,1,1,1
1816,8,1980,2,2,2,2,2,2,2,1,2
1817,4,1983,7,7,8,6,7,6,7,7,7
1818,3,1983,2,2,7,8,6,5,5,6,5
1819,7,1981,2,2,2,2,2,2,2,2,2
1820,4,1981,4,3,3,2,3,3,3,2,2
1823,1,1984,1,4,2,1,1,1,1,1,1
1824,12,1982,4,3,2,2,2,5,1,1,2
1825,6,1984,2,2,2,2,2,2,2,2,1
1826,10,1981,6,5,6,6,6,6,6,6,6
1827,1,1982,2,2,2,2,3,6,5,4,3
1829,3,1983,4,6,3,3,2,2,5,5,4
1830,11,1980,2,4,3,3,2,4,2,4,4
1831,9,1983,1,1,1,1,2,2,2,2,2
1833,10,1983,2,1,2,1,1,1,2,2,1
1834,12,1983,6,6,2,2,3,2,2,1,2
1837,3,1981,2,2,1,2,2,3,3,3,3
1838,5,1981,2,1,1,1,1,2,2,2,2
1839,8,1980,3,2,4,4,2,4,4,3,2
1840,11,1982,1,1,2,1,1,1,1,2,2
1841,11,1984,6,2,6,1,1,1,1,1,1
1844,8,1983,2,1,2,1,1,2,1,2,1
1846,11,1984,7,6,4,6,1,1,7,6,5
1847,5,1983,3,2,1,2,2,1,1,1,1
1849,2,1980,3,4,3,3,3,3,3,2,3
1854,3,1980,1,1,1,1,1,1,1,1,1
1856,7,1981,6,6,6,6,6,6,6,6,6
1857,3,1984,7,7,7,7,6,6,6,6,6
1858,9,1981,6,6,4,4,2,6,4,2,2
1860,2,1980,6,6,6,7,6,6,6,6,6
1861,4,1981,5,6,5,6,6,6,7,6,6
1862,10,1984,2,7,7,6,6,5,6,4,3
1864,4,1981,5,4,4,6,5,4,3,2,2
1867,9,1982,1,1,2,2,1,2,2,1,1
1868,11,1984,2,2,6,5,4,1,1,1,1
1870,8,1984,6,6,6,2,6,3,2,2,1
1872,12,1981,3,1,5,3,3,2,2,1,1
1873,3,1980,3,1,3,3,2,2,2,2,2
1874,6,1982,3,3,3,2,3,2,2,4,3
1877,10,1981,1,2,1,4,2,1,1,1,1
1878,8,1984,1,1,1,1,1,2,1,1,1
1880,5,1982,3,3,3,2,3,3,3,3,2
1883,6,1984,6,6,6,6,6,6,7,6,6
1884,4,1980,6,2,5,6,5,5,4,5,5
1885,4,1983,6,3,3,4,4,3,6,4,6
1886,2,1984,7,4,3,3,4,2,2,3,1
1888,2,1984,1,1,1,1,1,1,2,2,1
1893,6,1982,2,1,1,1,1,2,1,1,1
1894,10,1980,2,2,3,2,2,2,2,2,3
1895,3,1983,1,1,2,1,1,1,1,1,1
1896,1,1982,1,2,4,3,6,7,6,6,6
1897,5,1982,5,4,3,2,3,3,4,4,4
1898,10,1984,6,6,6,6,4,4,3,5,4
1899,7,1982,7,7,4,7,1,2,2,7,7
1900,7,1983,7,4,1,1,1,1,1,1,1
1901,10,1980,4,2,3,1,1,1,1,1,1
1902,1,1984,1,7,3,3,1,1,1,1,1
1903,6,1981,3,2,2,2,2,2,3,2,2
1904,2,1983,4,2,3,5,4,5,4,2,3
1905,3,1981,7,6,6,6,6,6,5,5,6
