"id","byear","time","attendence"
176,1982,1,6
176,1982,2,6
176,1982,3,6
176,1982,4,6
176,1982,5,6
176,1982,6,6
176,1982,7,6
176,1982,8,6
177,1980,0,2
177,1980,1,1
177,1980,2,2
177,1980,3,2
177,1980,4,2
177,1980,5,2
177,1980,6,2
177,1980,7,2
177,1980,8,2
181,1982,0,6
181,1982,1,5
181,1982,2,3
181,1982,3,3
181,1982,4,2
181,1982,5,4
181,1982,6,2
181,1982,7,1
181,1982,8,1
182,1984,0,6
182,1984,1,6
182,1984,2,5
182,1984,3,2
182,1984,4,3
182,1984,5,3
182,1984,6,2
182,1984,7,3
182,1984,8,3
183,1980,0,2
183,1980,1,1
183,1980,2,1
183,1980,3,1
183,1980,4,1
183,1980,5,1
183,1980,6,1
183,1980,7,2
183,1980,8,1
184,1984,0,3
184,1984,1,3
184,1984,2,2
184,1984,3,1
184,1984,4,2
184,1984,5,2
184,1984,6,1
184,1984,7,1
184,1984,8,1
185,1981,0,1
185,1981,1,1
185,1981,2,1
185,1981,3,1
185,1981,4,1
185,1981,5,1
185,1981,6,2
185,1981,7,2
185,1981,8,6
187,1983,0,1
187,1983,1,1
187,1983,2,1
187,1983,3,1
187,1983,4,1
187,1983,5,1
187,1983,6,1
187,1983,7,2
187,1983,8,1
192,1982,0,5
192,1982,1,5
192,1982,2,1
192,1982,3,3
192,1982,4,4
192,1982,5,7
192,1982,6,6
192,1982,7,7
192,1982,8,7
193,1981,0,6
193,1981,1,6
193,1981,2,4
193,1981,3,5
193,1981,4,2
193,1981,5,1
193,1981,6,5
193,1981,7,5
193,1981,8,4
195,1983,0,3
195,1983,1,1
195,1983,2,5
195,1983,3,4
195,1983,4,6
195,1983,5,6
195,1983,6,6
195,1983,7,1
195,1983,8,1
199,1982,0,1
199,1982,1,1
199,1982,2,1
199,1982,3,1
199,1982,4,1
199,1982,5,1
199,1982,6,1
199,1982,7,1
199,1982,8,1
201,1983,0,1
201,1983,1,1
201,1983,2,1
201,1983,3,1
201,1983,4,2
201,1983,5,1
201,1983,6,1
201,1983,7,1
201,1983,8,1
202,1982,0,6
202,1982,1,3
202,1982,2,6
202,1982,3,6
202,1982,4,6
202,1982,5,4
202,1982,6,4
202,1982,7,6
202,1982,8,6
203,1984,0,6
203,1984,1,6
203,1984,2,6
203,1984,3,6
203,1984,4,6
203,1984,5,6
203,1984,6,5
203,1984,7,3
203,1984,8,1
211,1980,0,2
211,1980,1,6
211,1980,2,2
211,1980,3,7
211,1980,4,6
211,1980,5,2
211,1980,6,4
211,1980,7,7
211,1980,8,5
212,1980,0,2
212,1980,1,2
212,1980,2,2
212,1980,3,1
212,1980,4,4
212,1980,5,2
212,1980,6,2
212,1980,7,2
212,1980,8,4
213,1982,0,2
213,1982,1,2
213,1982,2,2
213,1982,3,3
213,1982,4,2
213,1982,5,3
213,1982,6,2
213,1982,7,2
213,1982,8,2
214,1982,0,2
214,1982,1,2
214,1982,2,2
214,1982,3,2
214,1982,4,2
214,1982,5,2
214,1982,6,3
214,1982,7,5
214,1982,8,6
215,1981,0,2
215,1981,1,2
215,1981,2,1
215,1981,3,1
215,1981,4,1
215,1981,5,1
215,1981,6,1
215,1981,7,1
215,1981,8,1
216,1980,0,2
216,1980,1,2
216,1980,2,1
216,1980,3,1
216,1980,4,1
216,1980,5,1
216,1980,6,1
216,1980,7,2
216,1980,8,1
219,1982,0,2
219,1982,1,1
219,1982,2,1
219,1982,3,2
219,1982,4,1
219,1982,5,2
219,1982,6,1
219,1982,7,1
219,1982,8,1
221,1984,0,1
221,1984,1,3
221,1984,2,2
221,1984,3,1
221,1984,4,1
221,1984,5,1
221,1984,6,1
221,1984,7,1
221,1984,8,1
222,1981,0,1
222,1981,1,1
222,1981,2,1
222,1981,3,1
222,1981,4,1
222,1981,5,1
222,1981,6,1
222,1981,7,1
222,1981,8,2
223,1981,0,1
223,1981,1,1
223,1981,2,1
223,1981,3,1
223,1981,4,2
223,1981,5,2
223,1981,6,1
223,1981,7,1
223,1981,8,2
224,1982,0,1
224,1982,1,1
224,1982,2,1
224,1982,3,1
224,1982,4,1
224,1982,5,1
224,1982,6,1
224,1982,7,2
224,1982,8,1
225,1980,0,4
225,1980,1,3
225,1980,2,1
225,1980,3,3
225,1980,4,2
225,1980,5,1
225,1980,6,1
225,1980,7,1
225,1980,8,2
228,1984,0,4
228,1984,1,4
228,1984,2,4
228,1984,3,3
228,1984,4,3
228,1984,5,3
228,1984,6,2
228,1984,7,3
228,1984,8,3
229,1984,0,6
229,1984,1,6
229,1984,2,6
229,1984,3,6
229,1984,4,6
229,1984,5,5
229,1984,6,6
229,1984,7,4
229,1984,8,4
230,1984,0,4
230,1984,1,4
230,1984,2,2
230,1984,3,2
230,1984,4,2
230,1984,5,2
230,1984,6,1
230,1984,7,2
230,1984,8,1
231,1980,0,1
231,1980,1,5
231,1980,2,2
231,1980,3,3
231,1980,4,1
231,1980,5,1
231,1980,6,3
231,1980,7,1
231,1980,8,1
233,1980,0,2
233,1980,1,2
233,1980,2,2
233,1980,3,5
233,1980,4,1
233,1980,5,2
233,1980,6,1
233,1980,7,1
233,1980,8,2
234,1983,0,4
234,1983,1,6
234,1983,2,1
234,1983,3,2
234,1983,4,1
234,1983,5,3
234,1983,6,1
234,1983,7,1
234,1983,8,1
235,1981,0,6
235,1981,1,5
235,1981,2,3
235,1981,3,6
235,1981,4,6
235,1981,5,4
235,1981,6,5
235,1981,7,6
235,1981,8,4
238,1981,0,1
238,1981,1,1
238,1981,2,1
238,1981,3,1
238,1981,4,1
238,1981,5,1
238,1981,6,1
238,1981,7,1
238,1981,8,1
240,1983,0,1
240,1983,1,2
240,1983,2,2
240,1983,3,2
240,1983,4,1
240,1983,5,2
240,1983,6,1
240,1983,7,1
240,1983,8,2
241,1983,0,2
241,1983,1,1
241,1983,2,1
241,1983,3,1
241,1983,4,1
241,1983,5,1
241,1983,6,1
241,1983,7,1
241,1983,8,1
242,1984,0,1
242,1984,1,2
242,1984,2,1
242,1984,3,1
242,1984,4,1
242,1984,5,1
242,1984,6,1
242,1984,7,1
242,1984,8,1
243,1983,0,2
243,1983,1,2
243,1983,2,4
243,1983,3,2
243,1983,4,2
243,1983,5,1
243,1983,6,2
243,1983,7,2
243,1983,8,3
244,1983,0,6
244,1983,1,4
244,1983,2,2
244,1983,3,2
244,1983,4,2
244,1983,5,2
244,1983,6,2
244,1983,7,2
244,1983,8,2
245,1984,0,6
245,1984,1,2
245,1984,2,6
245,1984,3,6
245,1984,4,2
245,1984,5,6
245,1984,6,6
245,1984,7,7
245,1984,8,6
247,1982,0,1
247,1982,1,5
247,1982,2,2
247,1982,3,1
247,1982,4,1
247,1982,5,1
247,1982,6,2
247,1982,7,2
247,1982,8,1
248,1983,0,2
248,1983,1,1
248,1983,2,1
248,1983,3,1
248,1983,4,3
248,1983,5,2
248,1983,6,2
248,1983,7,3
248,1983,8,2
251,1982,0,4
251,1982,1,1
251,1982,2,2
251,1982,3,1
251,1982,4,1
251,1982,5,1
251,1982,6,1
251,1982,7,1
251,1982,8,1
252,1984,0,2
252,1984,1,1
252,1984,2,1
252,1984,3,1
252,1984,4,1
252,1984,5,1
252,1984,6,1
252,1984,7,1
252,1984,8,1
254,1981,0,1
254,1981,1,1
254,1981,2,1
254,1981,3,1
254,1981,4,1
254,1981,5,1
254,1981,6,1
254,1981,7,1
254,1981,8,1
256,1980,0,1
256,1980,1,2
256,1980,2,1
256,1980,3,1
256,1980,4,1
256,1980,5,1
256,1980,6,1
256,1980,7,1
256,1980,8,1
257,1984,0,1
257,1984,1,1
257,1984,2,1
257,1984,3,1
257,1984,4,1
257,1984,5,1
257,1984,6,1
257,1984,7,1
257,1984,8,1
258,1982,0,3
258,1982,1,6
258,1982,2,2
258,1982,3,2
258,1982,4,4
258,1982,5,3
258,1982,6,3
258,1982,7,2
258,1982,8,5
260,1980,0,6
260,1980,1,2
260,1980,2,2
260,1980,3,2
260,1980,4,3
260,1980,5,2
260,1980,6,2
260,1980,7,2
260,1980,8,2
261,1983,0,3
261,1983,1,2
261,1983,2,2
261,1983,3,2
261,1983,4,2
261,1983,5,2
261,1983,6,1
261,1983,7,2
261,1983,8,1
264,1982,0,1
264,1982,1,1
264,1982,2,1
264,1982,3,1
264,1982,4,1
264,1982,5,1
264,1982,6,1
264,1982,7,1
264,1982,8,1
265,1983,0,2
265,1983,1,4
265,1983,2,4
265,1983,3,5
265,1983,4,4
265,1983,5,4
265,1983,6,2
265,1983,7,2
265,1983,8,3
266,1980,0,1
266,1980,1,1
266,1980,2,1
266,1980,3,1
266,1980,4,1
266,1980,5,1
266,1980,6,2
266,1980,7,1
266,1980,8,1
267,1980,0,1
267,1980,1,1
267,1980,2,1
267,1980,3,1
267,1980,4,1
267,1980,5,1
267,1980,6,1
267,1980,7,1
267,1980,8,1
268,1981,0,2
268,1981,1,1
268,1981,2,2
268,1981,3,1
268,1981,4,2
268,1981,5,5
268,1981,6,1
268,1981,7,1
268,1981,8,1
271,1982,0,1
271,1982,1,4
271,1982,2,1
271,1982,3,1
271,1982,4,1
271,1982,5,4
271,1982,6,1
271,1982,7,1
271,1982,8,1
272,1982,0,2
272,1982,1,2
272,1982,2,4
272,1982,3,7
272,1982,4,7
272,1982,5,6
272,1982,6,5
272,1982,7,3
272,1982,8,7
278,1980,0,1
278,1980,1,4
278,1980,2,1
278,1980,3,1
278,1980,4,1
278,1980,5,4
278,1980,6,1
278,1980,7,3
278,1980,8,3
281,1984,0,4
281,1984,1,4
281,1984,2,4
281,1984,3,3
281,1984,4,3
281,1984,5,2
281,1984,6,2
281,1984,7,2
281,1984,8,2
283,1984,0,6
283,1984,1,5
283,1984,2,5
283,1984,3,5
283,1984,4,3
283,1984,5,3
283,1984,6,3
283,1984,7,3
283,1984,8,2
284,1981,0,1
284,1981,1,4
284,1981,2,3
284,1981,3,2
284,1981,4,1
284,1981,5,3
284,1981,6,1
284,1981,7,1
284,1981,8,1
286,1984,0,6
286,1984,1,6
286,1984,2,4
286,1984,3,4
286,1984,4,2
286,1984,5,3
286,1984,6,2
286,1984,7,5
286,1984,8,6
287,1980,0,2
287,1980,1,2
287,1980,2,2
287,1980,3,2
287,1980,4,2
287,1980,5,1
287,1980,6,1
287,1980,7,2
287,1980,8,1
288,1983,0,2
288,1983,1,3
288,1983,2,1
288,1983,3,1
288,1983,4,1
288,1983,5,2
288,1983,6,1
288,1983,7,1
288,1983,8,1
290,1984,0,2
290,1984,1,3
290,1984,2,2
290,1984,3,1
290,1984,4,1
290,1984,5,2
290,1984,6,1
290,1984,7,1
290,1984,8,2
291,1980,0,3
291,1980,1,1
291,1980,2,1
291,1980,3,1
291,1980,4,1
291,1980,5,1
291,1980,6,1
291,1980,7,1
291,1980,8,2
292,1984,0,4
292,1984,1,4
292,1984,2,3
292,1984,3,2
292,1984,4,2
292,1984,5,5
292,1984,6,4
292,1984,7,2
292,1984,8,6
293,1983,0,7
293,1983,1,7
293,1983,2,6
293,1983,3,6
293,1983,4,3
293,1983,5,4
293,1983,6,3
293,1983,7,2
293,1983,8,6
294,1982,0,7
294,1982,1,7
294,1982,2,6
294,1982,3,7
294,1982,4,7
294,1982,5,7
294,1982,6,7
294,1982,7,7
294,1982,8,7
295,1984,0,2
295,1984,1,5
295,1984,2,2
295,1984,3,4
295,1984,4,4
295,1984,5,3
295,1984,6,3
295,1984,7,3
295,1984,8,2
296,1981,0,1
296,1981,1,2
296,1981,2,2
296,1981,3,1
296,1981,4,1
296,1981,5,1
296,1981,6,3
296,1981,7,1
296,1981,8,2
298,1983,0,2
298,1983,1,3
298,1983,2,4
298,1983,3,3
298,1983,4,1
298,1983,5,1
298,1983,6,1
298,1983,7,1
298,1983,8,2
300,1984,0,6
300,1984,1,6
300,1984,2,5
300,1984,3,4
300,1984,4,3
300,1984,5,3
300,1984,6,2
300,1984,7,2
300,1984,8,5
307,1980,0,3
307,1980,1,4
307,1980,2,3
307,1980,3,2
307,1980,4,3
307,1980,5,2
307,1980,6,2
307,1980,7,2
307,1980,8,2
311,1982,0,6
311,1982,1,6
311,1982,2,3
311,1982,3,3
311,1982,4,3
311,1982,5,3
311,1982,6,3
311,1982,7,2
311,1982,8,2
312,1982,0,4
312,1982,1,4
312,1982,2,3
312,1982,3,3
312,1982,4,2
312,1982,5,2
312,1982,6,2
312,1982,7,3
312,1982,8,2
313,1981,0,2
313,1981,1,2
313,1981,2,3
313,1981,3,2
313,1981,4,2
313,1981,5,3
313,1981,6,5
313,1981,7,3
313,1981,8,3
314,1984,0,2
314,1984,1,2
314,1984,2,1
314,1984,3,1
314,1984,4,2
314,1984,5,2
314,1984,6,1
314,1984,7,2
314,1984,8,2
315,1982,0,1
315,1982,1,2
315,1982,2,1
