"id","byear","time","attendence"
1041,1981,3,1
1041,1981,4,2
1041,1981,5,1
1041,1981,6,1
1041,1981,7,1
1041,1981,8,1
1042,1982,0,1
1042,1982,1,1
1042,1982,2,1
1042,1982,3,1
1042,1982,4,1
1042,1982,5,1
1042,1982,6,1
1042,1982,7,1
1042,1982,8,1
1045,1980,0,1
1045,1980,1,3
1045,1980,2,3
1045,1980,3,3
1045,1980,4,3
1045,1980,5,2
1045,1980,6,2
1045,1980,7,1
1045,1980,8,6
1046,1983,0,1
1046,1983,1,1
1046,1983,2,1
1046,1983,3,1
1046,1983,4,1
1046,1983,5,1
1046,1983,6,1
1046,1983,7,1
1046,1983,8,1
1048,1983,0,2
1048,1983,1,3
1048,1983,2,2
1048,1983,3,2
1048,1983,4,3
1048,1983,5,3
1048,1983,6,1
1048,1983,7,5
1048,1983,8,4
1054,1983,0,2
1054,1983,1,3
1054,1983,2,6
1054,1983,3,6
1054,1983,4,6
1054,1983,5,6
1054,1983,6,6
1054,1983,7,2
1054,1983,8,6
1056,1980,0,1
1056,1980,1,3
1056,1980,2,3
1056,1980,3,3
1056,1980,4,1
1056,1980,5,7
1056,1980,6,1
1056,1980,7,1
1056,1980,8,4
1057,1981,0,2
1057,1981,1,1
1057,1981,2,1
1057,1981,3,1
1057,1981,4,1
1057,1981,5,1
1057,1981,6,1
1057,1981,7,1
1057,1981,8,1
1059,1984,0,3
1059,1984,1,2
1059,1984,2,2
1059,1984,3,2
1059,1984,4,2
1059,1984,5,1
1059,1984,6,2
1059,1984,7,2
1059,1984,8,1
1060,1984,0,5
1060,1984,1,1
1060,1984,2,1
1060,1984,3,4
1060,1984,4,1
1060,1984,5,1
1060,1984,6,1
1060,1984,7,2
1060,1984,8,1
1066,1984,0,7
1066,1984,1,7
1066,1984,2,2
1066,1984,3,7
1066,1984,4,7
1066,1984,5,5
1066,1984,6,3
1066,1984,7,7
1066,1984,8,7
1067,1983,0,1
1067,1983,1,1
1067,1983,2,1
1067,1983,3,1
1067,1983,4,1
1067,1983,5,1
1067,1983,6,1
1067,1983,7,1
1067,1983,8,1
1068,1984,0,1
1068,1984,1,4
1068,1984,2,4
1068,1984,3,2
1068,1984,4,1
1068,1984,5,1
1068,1984,6,2
1068,1984,7,7
1068,1984,8,2
1071,1984,0,2
1071,1984,1,1
1071,1984,2,2
1071,1984,3,1
1071,1984,4,1
1071,1984,5,1
1071,1984,6,1
1071,1984,7,1
1071,1984,8,1
1072,1980,0,6
1072,1980,1,2
1072,1980,2,6
1072,1980,3,6
1072,1980,4,6
1072,1980,5,6
1072,1980,6,2
1072,1980,7,6
1072,1980,8,4
1074,1983,0,1
1074,1983,1,5
1074,1983,2,2
1074,1983,3,2
1074,1983,4,5
1074,1983,5,3
1074,1983,6,2
1074,1983,7,2
1074,1983,8,1
1077,1983,0,5
1077,1983,1,4
1077,1983,2,6
1077,1983,3,2
1077,1983,4,6
1077,1983,5,3
1077,1983,6,3
1077,1983,7,4
1077,1983,8,4
1078,1983,0,1
1078,1983,1,2
1078,1983,2,1
1078,1983,3,1
1078,1983,4,1
1078,1983,5,1
1078,1983,6,1
1078,1983,7,1
1078,1983,8,1
1081,1983,0,6
1081,1983,1,6
1081,1983,2,6
1081,1983,3,6
1081,1983,4,4
1081,1983,5,3
1081,1983,6,4
1081,1983,7,2
1081,1983,8,1
1082,1982,0,2
1082,1982,1,2
1082,1982,2,1
1082,1982,3,1
1082,1982,4,2
1082,1982,5,2
1082,1982,6,1
1082,1982,7,1
1082,1982,8,1
1084,1982,0,4
1084,1982,1,3
1084,1982,2,5
1084,1982,3,5
1084,1982,4,3
1084,1982,5,3
1084,1982,6,3
1084,1982,7,1
1084,1982,8,1
1085,1980,0,2
1085,1980,1,1
1085,1980,2,1
1085,1980,3,1
1085,1980,4,1
1085,1980,5,1
1085,1980,6,1
1085,1980,7,1
1085,1980,8,1
1087,1981,0,5
1087,1981,1,5
1087,1981,2,5
1087,1981,3,6
1087,1981,4,6
1087,1981,5,6
1087,1981,6,6
1087,1981,7,5
1087,1981,8,5
1091,1980,0,1
1091,1980,1,1
1091,1980,2,1
1091,1980,3,1
1091,1980,4,1
1091,1980,5,1
1091,1980,6,1
1091,1980,7,1
1091,1980,8,1
1092,1982,0,1
1092,1982,1,1
1092,1982,2,1
1092,1982,3,1
1092,1982,4,1
1092,1982,5,1
1092,1982,6,1
1092,1982,7,1
1092,1982,8,1
1096,1984,0,3
1096,1984,1,7
1096,1984,2,3
1096,1984,3,5
1096,1984,4,3
1096,1984,5,4
1096,1984,6,2
1096,1984,7,3
1096,1984,8,4
1098,1983,0,5
1098,1983,1,2
1098,1983,2,5
1098,1983,3,4
1098,1983,4,5
1098,1983,5,4
1098,1983,6,1
1098,1983,7,4
1098,1983,8,5
1099,1980,0,1
1099,1980,1,1
1099,1980,2,1
1099,1980,3,1
1099,1980,4,1
1099,1980,5,1
1099,1980,6,1
1099,1980,7,1
1099,1980,8,1
1100,1982,0,1
1100,1982,1,2
1100,1982,2,2
1100,1982,3,1
1100,1982,4,2
1100,1982,5,1
1100,1982,6,2
1100,1982,7,2
1100,1982,8,1
1102,1984,0,1
1102,1984,1,1
1102,1984,2,1
1102,1984,3,4
1102,1984,4,1
1102,1984,5,1
1102,1984,6,2
1102,1984,7,1
1102,1984,8,1
1103,1984,0,1
1103,1984,1,2
1103,1984,2,2
1103,1984,3,2
1103,1984,4,2
1103,1984,5,1
1103,1984,6,1
1103,1984,7,1
1103,1984,8,1
1106,1980,0,1
1106,1980,1,1
1106,1980,2,1
1106,1980,3,1
1106,1980,4,1
1106,1980,5,2
1106,1980,6,6
1106,1980,7,1
1106,1980,8,1
1107,1982,0,7
1107,1982,1,2
1107,1982,2,3
1107,1982,3,1
1107,1982,4,2
1107,1982,5,1
1107,1982,6,1
1107,1982,7,1
1107,1982,8,2
1108,1983,0,3
1108,1983,1,2
1108,1983,2,2
1108,1983,3,2
1108,1983,4,1
1108,1983,5,2
1108,1983,6,1
1108,1983,7,2
1108,1983,8,2
1109,1984,0,6
1109,1984,1,6
1109,1984,2,6
1109,1984,3,6
1109,1984,4,6
1109,1984,5,6
1109,1984,6,5
1109,1984,7,6
1109,1984,8,6
1113,1981,0,2
1113,1981,1,2
1113,1981,2,1
1113,1981,3,1
1113,1981,4,1
1113,1981,5,2
1113,1981,6,1
1113,1981,7,1
1113,1981,8,2
1115,1982,0,6
1115,1982,1,6
1115,1982,2,6
1115,1982,3,5
1115,1982,4,6
1115,1982,5,5
1115,1982,6,1
1115,1982,7,1
1115,1982,8,1
1116,1983,0,6
1116,1983,1,6
1116,1983,2,6
1116,1983,3,4
1116,1983,4,3
1116,1983,5,6
1116,1983,6,2
1116,1983,7,6
1116,1983,8,3
1117,1984,0,6
1117,1984,1,6
1117,1984,2,6
1117,1984,3,6
1117,1984,4,4
1117,1984,5,3
1117,1984,6,2
1117,1984,7,2
1117,1984,8,3
1118,1980,0,1
1118,1980,1,1
1118,1980,2,1
1118,1980,3,2
1118,1980,4,1
1118,1980,5,1
1118,1980,6,1
1118,1980,7,1
1118,1980,8,1
1119,1983,0,3
1119,1983,1,3
1119,1983,2,2
1119,1983,3,1
1119,1983,4,1
1119,1983,5,1
1119,1983,6,1
1119,1983,7,1
1119,1983,8,1
1122,1980,0,3
1122,1980,1,4
1122,1980,2,4
1122,1980,3,3
1122,1980,4,6
1122,1980,5,4
1122,1980,6,4
1122,1980,7,4
1122,1980,8,5
1123,1984,0,6
1123,1984,1,6
1123,1984,2,4
1123,1984,3,2
1123,1984,4,3
1123,1984,5,2
1123,1984,6,3
1123,1984,7,1
1123,1984,8,2
1124,1982,0,1
1124,1982,1,2
1124,1982,2,1
1124,1982,3,1
1124,1982,4,1
1124,1982,5,1
1124,1982,6,1
1124,1982,7,1
1124,1982,8,1
1126,1980,0,3
1126,1980,1,6
1126,1980,2,4
1126,1980,3,8
1126,1980,4,3
1126,1980,5,6
1126,1980,6,6
1126,1980,7,6
1126,1980,8,6
1127,1982,0,1
1127,1982,1,1
1127,1982,2,1
1127,1982,3,1
1127,1982,4,1
1127,1982,5,1
1127,1982,6,1
1127,1982,7,1
1127,1982,8,1
1128,1984,0,6
1128,1984,1,6
1128,1984,2,4
1128,1984,3,6
1128,1984,4,6
1128,1984,5,5
1128,1984,6,5
1128,1984,7,4
1128,1984,8,3
1129,1983,0,3
1129,1983,1,3
1129,1983,2,3
1129,1983,3,2
1129,1983,4,1
1129,1983,5,1
1129,1983,6,1
1129,1983,7,6
1129,1983,8,5
1130,1984,0,3
1130,1984,1,1
1130,1984,2,2
1130,1984,3,2
1130,1984,4,1
1130,1984,5,2
1130,1984,6,2
1130,1984,7,2
1130,1984,8,1
1131,1983,0,1
1131,1983,1,1
1131,1983,2,1
1131,1983,3,1
1131,1983,4,1
1131,1983,5,1
1131,1983,6,1
1131,1983,7,1
1131,1983,8,1
1135,1984,0,6
1135,1984,1,6
1135,1984,2,6
1135,1984,3,6
1135,1984,4,6
1135,1984,5,4
1135,1984,6,4
1135,1984,7,4
1135,1984,8,4
1140,1984,0,1
1140,1984,1,1
1140,1984,2,1
1140,1984,3,1
1140,1984,4,1
1140,1984,5,1
1140,1984,6,1
1140,1984,7,1
1140,1984,8,1
1143,1982,0,6
1143,1982,1,5
1143,1982,2,3
1143,1982,3,3
1143,1982,4,2
1143,1982,5,4
1143,1982,6,2
1143,1982,7,3
1143,1982,8,3
1144,1983,0,6
1144,1983,1,4
1144,1983,2,2
1144,1983,3,2
1144,1983,4,2
1144,1983,5,1
1144,1983,6,1
1144,1983,7,4
1144,1983,8,1
1145,1982,0,6
1145,1982,1,6
1145,1982,2,2
1145,1982,3,2
1145,1982,4,2
1145,1982,5,2
1145,1982,6,6
1145,1982,7,6
1145,1982,8,2
1146,1984,0,2
1146,1984,1,2
1146,1984,2,1
1146,1984,3,1
1146,1984,4,1
1146,1984,5,1
1146,1984,6,5
1146,1984,7,1
1146,1984,8,3
1147,1980,0,2
1147,1980,1,1
1147,1980,2,1
1147,1980,3,1
1147,1980,4,1
1147,1980,5,1
1147,1980,6,1
1147,1980,7,1
1147,1980,8,1
1148,1981,0,2
1148,1981,1,1
1148,1981,2,1
1148,1981,3,2
1148,1981,4,1
1148,1981,5,1
1148,1981,6,1
1148,1981,7,2
1148,1981,8,2
1149,1983,0,2
1149,1983,1,2
1149,1983,2,2
1149,1983,3,2
1149,1983,4,2
1149,1983,5,2
1149,1983,6,2
1149,1983,7,1
1149,1983,8,2
1152,1980,0,1
1152,1980,1,1
1152,1980,2,2
1152,1980,3,1
1152,1980,4,1
1152,1980,5,1
1152,1980,6,1
1152,1980,7,2
1152,1980,8,6
1153,1983,0,2
1153,1983,1,3
1153,1983,2,2
1153,1983,3,1
1153,1983,4,1
1153,1983,5,1
1153,1983,6,1
1153,1983,7,1
1153,1983,8,1
1154,1983,0,6
1154,1983,1,2
1154,1983,2,2
1154,1983,3,2
1154,1983,4,2
1154,1983,5,1
1154,1983,6,2
1154,1983,7,2
1154,1983,8,2
1155,1982,0,2
1155,1982,1,2
1155,1982,2,2
1155,1982,3,2
1155,1982,4,2
1155,1982,5,2
1155,1982,6,2
1155,1982,7,2
1155,1982,8,2
1158,1981,0,2
1158,1981,1,3
1158,1981,2,3
1158,1981,3,3
1158,1981,4,2
1158,1981,5,2
1158,1981,6,3
1158,1981,7,2
1158,1981,8,2
1159,1982,0,1
1159,1982,1,1
1159,1982,2,1
1159,1982,3,1
1159,1982,4,1
1159,1982,5,1
1159,1982,6,1
1159,1982,7,1
1159,1982,8,1
1161,1981,0,1
1161,1981,1,1
1161,1981,2,1
1161,1981,3,1
1161,1981,4,1
1161,1981,5,1
1161,1981,6,1
1161,1981,7,1
1161,1981,8,1
1163,1983,0,1
1163,1983,1,5
1163,1983,2,2
1163,1983,3,3
1163,1983,4,3
1163,1983,5,2
1163,1983,6,2
1163,1983,7,2
1163,1983,8,2
1164,1982,0,5
1164,1982,1,5
1164,1982,2,4
1164,1982,3,3
1164,1982,4,2
1164,1982,5,2
1164,1982,6,1
1164,1982,7,1
1164,1982,8,2
1167,1980,0,2
1167,1980,1,2
1167,1980,2,2
1167,1980,3,2
1167,1980,4,3
1167,1980,5,2
1167,1980,6,2
1167,1980,7,2
1167,1980,8,5
1169,1983,0,4
1169,1983,1,3
1169,1983,2,2
1169,1983,3,2
1169,1983,4,2
1169,1983,5,2
1169,1983,6,4
1169,1983,7,1
1169,1983,8,2
1171,1984,0,6
1171,1984,1,6
1171,1984,2,6
1171,1984,3,6
1171,1984,4,5
1171,1984,5,4
1171,1984,6,4
1171,1984,7,5
1171,1984,8,6
1173,1983,0,1
1173,1983,1,1
1173,1983,2,1
1173,1983,3,1
1173,1983,4,1
1173,1983,5,1
1173,1983,6,1
1173,1983,7,1
1173,1983,8,1
1178,1982,0,1
1178,1982,1,1
1178,1982,2,1
1178,1982,3,1
1178,1982,4,1
1178,1982,5,1
1178,1982,6,1
1178,1982,7,1
1178,1982,8,1
1184,1980,0,2
1184,1980,1,2
1184,1980,2,6
1184,1980,3,2
1184,1980,4,1
1184,1980,5,1
1184,1980,6,1
1184,1980,7,1
1184,1980,8,2
1186,1980,0,2
1186,1980,1,1
1186,1980,2,1
1186,1980,3,1
1186,1980,4,2
1186,1980,5,1
1186,1980,6,3
1186,1980,7,3
1186,1980,8,2
1187,1983,0,5
1187,1983,1,3
1187,1983,2,2
1187,1983,3,2
1187,1983,4,2
1187,1983,5,2
1187,1983,6,2
1187,1983,7,2
1187,1983,8,2
1188,1983,0,6
1188,1983,1,3
1188,1983,2,3
1188,1983,3,2
1188,1983,4,2
1188,1983,5,2
1188,1983,6,2
1188,1983,7,2
1188,1983,8,2
1189,1982,0,8
1189,1982,1,8
1189,1982,2,8
1189,1982,3,8
1189,1982,4,8
1189,1982,5,8
1189,1982,6,8
1189,1982,7,8
1189,1982,8,8
1191,1981,0,1
1191,1981,1,1
1191,1981,2,1
1191,1981,3,1
1191,1981,4,1
1191,1981,5,1
1191,1981,6,1
1191,1981,7,1
1191,1981,8,1
1194,1984,0,2
1194,1984,1,1
1194,1984,2,1
1194,1984,3,1
1194,1984,4,1
1194,1984,5,1
1194,1984,6,1
1194,1984,7,1
1194,1984,8,1
1198,1980,0,1
1198,1980,1,1
1198,1980,2,1
1198,1980,3,1
1198,1980,4,1
1198,1980,5,1
1198,1980,6,1
1198,1980,7,1
1198,1980,8,1
1199,1983,0,1
1199,1983,1,2
1199,1983,2,3
1199,1983,3,2
1199,1983,4,1
1199,1983,5,2
1199,1983,6,1
1199,1983,7,1
1199,1983,8,2
1202,1981,0,1
1202,1981,1,1
1202,1981,2,1
1202,1981,3,1
1202,1981,4,1
1202,1981,5,1
1202,1981,6,1
1202,1981,7,1
1202,1981,8,2
1203,1981,0,2
1203,1981,1,1
1203,1981,2,2
1203,1981,3,2
1203,1981,4,2
1203,1981,5,2
1203,1981,6,1
1203,1981,7,2
1203,1981,8,2
1206,1984,0,7
1206,1984,1,5
1206,1984,2,3
1206,1984,3,5
1206,1984,4,3
1206,1984,5,1
1206,1984,6,1
1206,1984,7,2
1206,1984,8,2
1208,1982,0,2
1208,1982,1,2
1208,1982,2,1
1208,1982,3,1
1208,1982,4,1
1208,1982,5,1
1208,1982,6,1
1208,1982,7,1
1208,1982,8,1
1212,1983,0,2
1212,1983,1,3
1212,1983,2,2
1212,1983,3,2
1212,1983,4,1
1212,1983,5,1
1212,1983,6,2
1212,1983,7,2
1212,1983,8,5
1214,1982,0,2
1214,1982,1,3
1214,1982,2,5
1214,1982,3,7
1214,1982,4,7
1214,1982,5,7
1214,1982,6,7
1214,1982,7,7
1214,1982,8,7
1215,1980,0,3
1215,1980,1,3
1215,1980,2,3
1215,1980,3,3
1215,1980,4,1
1215,1980,5,2
1215,1980,6,2
1215,1980,7,2
1215,1980,8,2
1217,1981,0,6
1217,1981,1,3
1217,1981,2,3
1217,1981,3,3
1217,1981,4,2
1217,1981,5,2
1217,1981,6,2
1217,1981,7,1
1217,1981,8,1
1220,1981,0,2
1220,1981,1,5
1220,1981,2,1
1220,1981,3,3
1220,1981,4,1
1220,1981,5,3
1220,1981,6,3
1220,1981,7,2
1220,1981,8,1
1222,1982,0,4
1222,1982,1,3
1222,1982,2,5
1222,1982,3,3
1222,1982,4,5
1222,1982,5,5
1222,1982,6,3
1222,1982,7,3
1222,1982,8,5
1224,1981,0,6
1224,1981,1,2
1224,1981,2,2
1224,1981,3,2
1224,1981,4,2
1224,1981,5,2
1224,1981,6,1
1224,1981,7,1
1224,1981,8,1
1226,1980,0,6
1226,1980,1,3
1226,1980,2,2
1226,1980,3,2
1226,1980,4,5
1226,1980,5,4
1226,1980,6,2
1226,1980,7,1
1226,1980,8,2
1227,1983,0,6
1227,1983,1,6
1227,1983,2,3
1227,1983,3,3
1227,1983,4,2
1227,1983,5,3
1227,1983,6,6
1227,1983,7,5
1227,1983,8,2
1228,1980,0,3
1228,1980,1,3
1228,1980,2,3
1228,1980,3,2
1228,1980,4,3
1228,1980,5,3
1228,1980,6,3
1228,1980,7,3
1228,1980,8,2
1229,1984,0,6
1229,1984,1,1
1229,1984,2,6
1229,1984,3,6
1229,1984,4,6
1229,1984,5,5
1229,1984,6,5
1229,1984,7,4
1229,1984,8,5
1231,1980,0,2
1231,1980,1,2
1231,1980,2,2
1231,1980,3,2
1231,1980,4,2
1231,1980,5,1
1231,1980,6,2
1231,1980,7,1
1231,1980,8,1
1232,1983,0,2
1232,1983,1,3
1232,1983,2,6
1232,1983,3,2
1232,1983,4,1
1232,1983,5,1
1232,1983,6,1
1232,1983,7,1
1232,1983,8,1
1233,1983,0,6
1233,1983,1,6
1233,1983,2,5
1233,1983,3,3
1233,1983,4,6
1233,1983,5,3
1233,1983,6,3
1233,1983,7,2
1233,1983,8,3
1234,1983,0,5
1234,1983,1,4
1234,1983,2,3
1234,1983,3,2
1234,1983,4,1
1234,1983,5,1
1234,1983,6,1
1234,1983,7,1
1234,1983,8,1
1235,1983,0,6
1235,1983,1,3
1235,1983,2,4
1235,1983,3,3
1235,1983,4,3
1235,1983,5,5
1235,1983,6,3
1235,1983,7,3
1235,1983,8,5
1237,1983,0,2
1237,1983,1,1
1237,1983,2,1
1237,1983,3,1
1237,1983,4,1
1237,1983,5,1
1237,1983,6,1
1237,1983,7,1
1237,1983,8,1
1238,1983,0,2
1238,1983,1,1
1238,1983,2,1
1238,1983,3,1
1238,1983,4,1
1238,1983,5,1
1238,1983,6,1
1238,1983,7,1
1238,1983,8,1
1239,1983,0,6
1239,1983,1,3
1239,1983,2,3
1239,1983,3,3
1239,1983,4,2
1239,1983,5,2
1239,1983,6,2
1239,1983,7,2
1239,1983,8,2
1240,1982,0,2
1240,1982,1,2
1240,1982,2,2
1240,1982,3,2
1240,1982,4,1
1240,1982,5,2
1240,1982,6,1
1240,1982,7,1
1240,1982,8,1
1241,1981,0,3
1241,1981,1,4
1241,1981,2,3
1241,1981,3,3
1241,1981,4,3
1241,1981,5,2
1241,1981,6,2
1241,1981,7,2
1241,1981,8,2
1243,1984,0,5
1243,1984,1,3
1243,1984,2,3
1243,1984,3,3
1243,1984,4,3
1243,1984,5,1
1243,1984,6,1
1243,1984,7,1
1243,1984,8,2
1246,1980,0,2
1246,1980,1,2
1246,1980,2,5
1246,1980,3,7
1246,1980,4,6
1246,1980,5,2
1246,1980,6,5
1246,1980,7,6
1246,1980,8,2
1247,1982,0,7
1247,1982,1,7
1247,1982,2,7
1247,1982,3,7
1247,1982,4,7
1247,1982,5,7
1247,1982,6,7
1247,1982,7,7
1247,1982,8,7
1248,1984,0,7
1248,1984,1,7
1248,1984,2,7
1248,1984,3,7
1248,1984,4,7
1248,1984,5,7
1248,1984,6,7
1248,1984,7,7
1248,1984,8,7
1249,1981,0,2
1249,1981,1,6
1249,1981,2,6
1249,1981,3,6
1249,1981,4,6
1249,1981,5,6
1249,1981,6,5
1249,1981,7,4
1249,1981,8,2
1251,1981,0,7
1251,1981,1,7
1251,1981,2,7
1251,1981,3,7
1251,1981,4,6
1251,1981,5,7
1251,1981,6,6
1251,1981,7,6
1251,1981,8,6
1252,1982,0,7
1252,1982,1,7
1252,1982,2,6
1252,1982,3,6
1252,1982,4,6
1252,1982,5,4
1252,1982,6,2
1252,1982,7,6
1252,1982,8,7
1253,1984,0,7
1253,1984,1,7
1253,1984,2,7
1253,1984,3,7
1253,1984,4,6
1253,1984,5,6
1253,1984,6,7
1253,1984,7,6
1253,1984,8,6
1254,1982,0,3
1254,1982,1,3
1254,1982,2,2
1254,1982,3,2
1254,1982,4,2
1254,1982,5,1
1254,1982,6,2
1254,1982,7,3
1254,1982,8,2
1260,1983,0,3
1260,1983,1,1
1260,1983,2,1
1260,1983,3,1
1260,1983,4,1
1260,1983,5,1
1260,1983,6,1
1260,1983,7,1
1260,1983,8,1
1261,1981,0,2
1261,1981,1,6
1261,1981,2,5
1261,1981,3,7
1261,1981,4,7
1261,1981,5,7
1261,1981,6,7
1261,1981,7,7
1261,1981,8,7
1263,1982,0,2
1263,1982,1,2
1263,1982,2,1
1263,1982,3,1
1263,1982,4,1
1263,1982,5,1
1263,1982,6,1
1263,1982,7,1
1263,1982,8,1
1265,1980,0,2
1265,1980,1,1
1265,1980,2,1
1265,1980,3,1
1265,1980,4,1
1265,1980,5,2
1265,1980,6,1
1265,1980,7,1
1265,1980,8,1
1266,1983,0,1
1266,1983,1,1
1266,1983,2,1
1266,1983,3,1
1266,1983,4,1
1266,1983,5,1
1266,1983,6,1
1266,1983,7,1
1266,1983,8,1
1267,1981,0,4
1267,1981,1,3
1267,1981,2,2
1267,1981,3,3
1267,1981,4,3
1267,1981,5,3
1267,1981,6,3
1267,1981,7,3
1267,1981,8,3
1268,1980,0,1
1268,1980,1,1
1268,1980,2,1
1268,1980,3,1
1268,1980,4,1
1268,1980,5,2
1268,1980,6,1
1268,1980,7,1
1268,1980,8,1
1270,1981,0,5
1270,1981,1,3
1270,1981,2,3
1270,1981,3,4
1270,1981,4,3
1270,1981,5,6
1270,1981,6,6
1270,1981,7,5
1270,1981,8,6
1275,1983,0,2
1275,1983,1,1
1275,1983,2,2
1275,1983,3,2
1275,1983,4,2
1275,1983,5,3
1275,1983,6,2
1275,1983,7,2
1275,1983,8,1
1276,1980,0,5
1276,1980,1,4
1276,1980,2,5
1276,1980,3,3
1276,1980,4,5
1276,1980,5,5
1276,1980,6,4
1276,1980,7,3
1276,1980,8,4
1277,1982,0,2
1277,1982,1,2
1277,1982,2,3
1277,1982,3,3
1277,1982,4,4
1277,1982,5,3
1277,1982,6,3
1277,1982,7,5
1277,1982,8,3
1278,1982,0,3
1278,1982,1,2
1278,1982,2,3
1278,1982,3,4
1278,1982,4,3
1278,1982,5,2
1278,1982,6,2
1278,1982,7,2
1278,1982,8,2
1279,1982,0,2
1279,1982,1,2
1279,1982,2,2
1279,1982,3,2
1279,1982,4,2
1279,1982,5,3
1279,1982,6,3
1279,1982,7,2
1279,1982,8,2
1281,1984,0,4
1281,1984,1,3
1281,1984,2,3
1281,1984,3,3
1281,1984,4,3
1281,1984,5,2
1281,1984,6,2
1281,1984,7,2
1281,1984,8,2
1282,1981,0,1
1282,1981,1,1
1282,1981,2,1
1282,1981,3,1
1282,1981,4,1
1282,1981,5,1
1282,1981,6,1
1282,1981,7,1
1282,1981,8,1
1283,1983,0,1
1283,1983,1,1
1283,1983,2,1
1283,1983,3,1
1283,1983,4,1
1283,1983,5,1
1283,1983,6,1
1283,1983,7,1
1283,1983,8,1
1284,1981,0,3
1284,1981,1,4
1284,1981,2,1
1284,1981,3,3
1284,1981,4,1
1284,1981,5,1
1284,1981,6,1
1284,1981,7,6
1284,1981,8,5
1285,1981,0,5
1285,1981,1,3
1285,1981,2,2
1285,1981,3,3
1285,1981,4,3
1285,1981,5,3
1285,1981,6,2
1285,1981,7,2
1285,1981,8,2
1286,1983,0,3
1286,1983,1,4
1286,1983,2,3
1286,1983,3,2
1286,1983,4,2
1286,1983,5,2
1286,1983,6,2
1286,1983,7,3
1286,1983,8,3
1288,1983,0,1
1288,1983,1,1
1288,1983,2,1
1288,1983,3,4
1288,1983,4,1
1288,1983,5,1
1288,1983,6,1
1288,1983,7,1
1288,1983,8,1
1290,1981,0,5
1290,1981,1,3
1290,1981,2,2
1290,1981,3,3
1290,1981,4,3
1290,1981,5,3
1290,1981,6,3
1290,1981,7,2
1290,1981,8,2
1291,1980,0,1
1291,1980,1,1
1291,1980,2,1
1291,1980,3,1
1291,1980,4,1
1291,1980,5,1
1291,1980,6,2
1291,1980,7,1
1291,1980,8,1
1292,1982,0,6
1292,1982,1,2
1292,1982,2,2
1292,1982,3,2
1292,1982,4,2
1292,1982,5,3
1292,1982,6,2
1292,1982,7,4
1292,1982,8,4
1294,1984,0,3
1294,1984,1,1
1294,1984,2,1
1294,1984,3,1
1294,1984,4,1
1294,1984,5,1
1294,1984,6,1
1294,1984,7,1
1294,1984,8,1
1295,1980,0,3
1295,1980,1,5
1295,1980,2,6
1295,1980,3,6
1295,1980,4,6
1295,1980,5,6
1295,1980,6,5
1295,1980,7,6
1295,1980,8,6
1296,1983,0,7
1296,1983,1,7
1296,1983,2,7
1296,1983,3,7
1296,1983,4,7
1296,1983,5,7
1296,1983,6,7
1296,1983,7,7
1296,1983,8,7
1297,1980,0,1
1297,1980,1,2
1297,1980,2,2
1297,1980,3,2
1297,1980,4,2
1297,1980,5,2
1297,1980,6,2
1297,1980,7,2
1297,1980,8,2
1301,1984,0,6
1301,1984,1,5
1301,1984,2,3
1301,1984,3,4
1301,1984,4,3
1301,1984,5,4
1301,1984,6,4
1301,1984,7,5
1301,1984,8,5
1304,1980,0,2
1304,1980,1,2
1304,1980,2,2
1304,1980,3,3
1304,1980,4,3
1304,1980,5,3
1304,1980,6,5
1304,1980,7,5
1304,1980,8,3
1305,1981,0,3
1305,1981,1,3
1305,1981,2,3
1305,1981,3,3
1305,1981,4,3
1305,1981,5,3
1305,1981,6,2
1305,1981,7,2
1305,1981,8,2
1306,1981,0,5
1306,1981,1,4
1306,1981,2,3
1306,1981,3,3
1306,1981,4,3
1306,1981,5,5
1306,1981,6,4
1306,1981,7,3
1306,1981,8,4
1307,1984,0,2
1307,1984,1,6
1307,1984,2,3
1307,1984,3,2
1307,1984,4,2
1307,1984,5,1
1307,1984,6,2
1307,1984,7,3
1307,1984,8,3
1308,1983,0,6
1308,1983,1,5
1308,1983,2,4
1308,1983,3,5
1308,1983,4,2
1308,1983,5,3
1308,1983,6,3
1308,1983,7,3
1308,1983,8,2
1310,1981,0,1
1310,1981,1,1
1310,1981,2,1
1310,1981,3,1
1310,1981,4,1
1310,1981,5,1
1310,1981,6,1
1310,1981,7,1
1310,1981,8,1
1311,1980,0,1
1311,1980,1,3
1311,1980,2,2
1311,1980,3,1
1311,1980,4,2
1311,1980,5,2
1311,1980,6,1
1311,1980,7,1
1311,1980,8,1
1312,1980,0,1
1312,1980,1,1
1312,1980,2,1
1312,1980,3,1
1312,1980,4,1
1312,1980,5,1
1312,1980,6,1
1312,1980,7,1
1312,1980,8,1
1313,1983,0,1
1313,1983,1,1
1313,1983,2,1
1313,1983,3,1
1313,1983,4,2
1313,1983,5,2
1313,1983,6,1
1313,1983,7,1
1313,1983,8,2
1314,1982,0,1
1314,1982,1,1
1314,1982,2,1
1314,1982,3,1
1314,1982,4,1
1314,1982,5,1
1314,1982,6,3
1314,1982,7,2
1314,1982,8,2
1315,1980,0,6
1315,1980,1,6
1315,1980,2,5
1315,1980,3,3
1315,1980,4,2
1315,1980,5,3
1315,1980,6,2
1315,1980,7,2
1315,1980,8,1
1318,1984,0,2
1318,1984,1,3
1318,1984,2,3
1318,1984,3,2
1318,1984,4,2
1318,1984,5,6
